date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-02-05,14.12,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,4
2024-02-06,92.82,Utilities,Gas,Internet bill,Comcast,expense,4
2024-02-06,105.74,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,4
2024-02-06,16.78,ATM Fee,ATM Fee,Hear take fill.,Mcfarland Group,expense,4
2024-02-07,121.64,Utilities,Gas,Electric bill,Verizon,expense,4
2024-02-07,29.9,Bank Fee,Bank Fee,Care product parent.,Reed Group,expense,4
2024-02-08,741.4,Housing,HOA Fees,Mortgage payment,Wells Fargo,expense,4
2024-02-08,6.21,Bank Fee,Bank Fee,Call himself general similar.,"Douglas, Bowman and Murphy",expense,4
2024-02-09,2.65,Entertainment,Movies,Movie tickets,AMC Theaters,expense,4
2024-02-09,15.41,Shopping,Clothing,Personal items,Amazon,expense,4
2024-02-09,34.69,Subscription,Subscription,Off center project worry.,Brown and Sons,expense,4
2024-02-10,9.47,Transportation,Public Transit,Parking fee,Honda Finance,expense,4
2024-02-12,747.19,Housing,HOA Fees,Mortgage payment,Wells Fargo,expense,4
2024-02-12,26.08,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,4
2024-02-12,9.74,Entertainment,Music,Concert,PlayStation Store,expense,4
2024-02-14,31.78,Transportation,Gas,Car payment,Shell,expense,4
2024-02-14,19.47,Other,Other,Material song close feeling.,Salazar Inc,expense,4
2024-02-15,1873.11,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-02-16,22.8,Transportation,Parking,Gas fill-up,Lyft,expense,4
2024-02-16,14.7,ATM Fee,ATM Fee,Daughter back you.,Drake-Reid,expense,4
2024-02-18,82.03,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,4
2024-02-19,3.04,Entertainment,Gaming,Concert,Steam,expense,4
2024-02-20,802.11,Housing,Maintenance,Mortgage payment,Home Depot,expense,4
2024-02-20,33.21,Bank Fee,Bank Fee,Economic series news particularly.,Castro-Davis,expense,4
2024-02-21,9.79,Entertainment,Sports,Concert,Steam,expense,4
2024-02-22,15.94,Shopping,Electronics,Online purchase,Target,expense,4
2024-02-23,21.48,Transportation,Car Payment,Parking fee,Lyft,expense,4
2024-02-23,2.97,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,4
2024-02-23,60.07,Healthcare,Insurance Premium,Insurance,Kaiser Permanente,expense,4
2024-02-23,31.68,ATM Fee,ATM Fee,Big cultural exist.,Moreno-Garcia,expense,4
2024-02-24,25.88,Food & Dining,Restaurants,Dinner,McDonalds,expense,4
2024-02-25,42.53,Other,Other,Discover conference several already.,"Sanford, Hammond and May",expense,4
2024-02-26,26.07,Food & Dining,Restaurants,Grocery shopping,Uber Eats,expense,4
2024-02-26,23.65,Shopping,Books,Online purchase,CVS,expense,4
2024-02-26,22.17,Other,Other,Sometimes good that miss.,Moreno LLC,expense,4
2024-02-29,13.56,Food & Dining,Delivery,Dinner,Uber Eats,expense,4
2024-03-01,1873.74,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-03-01,21.03,Shopping,Electronics,Online purchase,Best Buy,expense,4
2024-03-01,42.89,Subscription,Subscription,Sort act significant single.,"Williams, Porter and Owens",expense,4
2024-03-02,5.88,Entertainment,Movies,Movie tickets,Netflix,expense,4
2024-03-02,5.2,Entertainment,Gaming,Concert,Spotify,expense,4
2024-03-02,20.71,Shopping,Clothing,Personal items,Best Buy,expense,4
2024-03-02,12.4,Subscription,Subscription,Feel state southern available.,"Velez, Powell and Leblanc",expense,4
2024-03-03,25.29,Food & Dining,Groceries,Lunch,Chipotle,expense,4
2024-03-03,22.09,Shopping,Books,Retail shopping,Amazon,expense,4
2024-03-04,129.46,Utilities,Internet,Electric bill,PG&E,expense,4
2024-03-05,799.25,Housing,Property Tax,Rent payment,Home Depot,expense,4
2024-03-10,126.05,Utilities,Electric,Phone bill,Water Company,expense,4
2024-03-10,2.43,Entertainment,Sports,Movie tickets,PlayStation Store,expense,4
2024-03-12,19.39,Food & Dining,Restaurants,Coffee,Whole Foods,expense,4
2024-03-12,75.67,Utilities,Phone,Internet bill,PG&E,expense,4
2024-03-13,36.27,Bank Fee,Bank Fee,Own relationship real.,"Barry, Avery and Barker",expense,4
2024-03-14,21.14,Food & Dining,Fast Food,Dinner,Safeway,expense,4
2024-03-14,37.78,Transportation,Uber/Lyft,Car payment,Lyft,expense,4
2024-03-15,1978.68,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-03-15,1815.49,Freelance,Freelance,Freelance project payment,Client A,income,4
2024-03-16,12.06,Food & Dining,Delivery,Coffee,McDonalds,expense,4
2024-03-16,14.99,Transportation,Uber/Lyft,Parking fee,Uber,expense,4
2024-03-18,27.6,Transportation,Public Transit,Car payment,Honda Finance,expense,4
2024-03-19,753.94,Housing,Rent,Rent payment,Landlord,expense,4
2024-03-19,15.07,Subscription,Subscription,Level fish car.,Hughes-Atkinson,expense,4
2024-03-23,11.26,Transportation,Gas,Parking fee,Honda Finance,expense,4
2024-03-23,22.78,Subscription,Subscription,Today task star loss make.,"Jarvis, Harris and Ortega",expense,4
2024-03-24,26.56,Food & Dining,Coffee,Lunch,DoorDash,expense,4
2024-03-25,806.75,Housing,Maintenance,Property maintenance,Home Depot,expense,4
2024-03-25,18.09,Other,Other,Special page leg simply college.,"Diaz, Ross and Ramirez",expense,4
2024-03-25,30.58,Bank Fee,Bank Fee,Style develop.,Ball-Johnson,expense,4
2024-03-27,49.22,ATM Fee,ATM Fee,Song painting.,Mccall-Smith,expense,4
2024-03-28,92.01,Healthcare,Doctor Visit,Insurance,Kaiser Permanente,expense,4
2024-03-30,18.75,Shopping,Personal Care,Online purchase,Best Buy,expense,4
2024-04-01,2013.64,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-04-03,47.64,ATM Fee,ATM Fee,Often eye challenge realize learn.,Mccoy-Foster,expense,4
2024-04-04,35.88,Transportation,Parking,Parking fee,Shell,expense,4
2024-04-04,11.11,Entertainment,Movies,Concert,Netflix,expense,4
2024-04-04,8.23,Shopping,Electronics,Retail shopping,Walgreens,expense,4
2024-04-04,80.17,Healthcare,Dental,Prescription,CVS Pharmacy,expense,4
2024-04-05,23.19,Shopping,Personal Care,Retail shopping,Amazon,expense,4
2024-04-06,30.67,Transportation,Uber/Lyft,Parking fee,Lyft,expense,4
2024-04-10,23.05,Food & Dining,Coffee,Grocery shopping,DoorDash,expense,4
2024-04-10,11.23,Transportation,Public Transit,Gas fill-up,Shell,expense,4
2024-04-12,32.51,Transportation,Parking,Car payment,Shell,expense,4
2024-04-15,1932.86,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-04-15,662.31,Freelance,Freelance,Freelance project payment,Upwork,income,4
2024-04-15,25.51,Food & Dining,Coffee,Grocery shopping,DoorDash,expense,4
2024-04-15,11.42,Entertainment,Movies,Subscription,Spotify,expense,4
2024-04-15,161.69,Travel,Car Rental,Vacation expense,Southwest Airlines,expense,4
2024-04-17,33.1,Transportation,Parking,Gas fill-up,Chevron,expense,4
2024-04-17,5.36,Shopping,Books,Personal items,CVS,expense,4
2024-04-17,5.45,Subscription,Subscription,Those short news part.,Ryan Group,expense,4
2024-04-19,49.91,Other,Other,Long conference operation forward.,"Weaver, Hartman and Patel",expense,4
2024-04-21,82.0,Healthcare,Insurance Premium,Prescription,CVS Pharmacy,expense,4
2024-04-23,114.54,Utilities,Electric,Phone bill,Water Company,expense,4
2024-04-24,765.53,Housing,Maintenance,Mortgage payment,Landlord,expense,4
2024-04-25,30.8,Transportation,Parking,Gas fill-up,Shell,expense,4
2024-04-26,10.06,Entertainment,Gaming,Concert,Netflix,expense,4
2024-04-26,60.78,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,4
2024-04-28,9.96,Food & Dining,Fast Food,Lunch,McDonalds,expense,4
2024-04-28,8.31,Food & Dining,Coffee,Dinner,Uber Eats,expense,4
2024-04-28,9.17,Entertainment,Music,Movie tickets,Steam,expense,4
2024-04-28,10.29,Bank Fee,Bank Fee,Entire board blue.,Moore and Sons,expense,4
2024-04-30,49.5,Bank Fee,Bank Fee,Risk guy area strategy bill.,Ryan-Wyatt,expense,4
2024-05-01,1967.8,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-05-01,2.28,Entertainment,Sports,Concert,Steam,expense,4
2024-05-01,23.94,Bank Fee,Bank Fee,Here main medical value environmental.,"Bauer, Perkins and Powell",expense,4
2024-05-03,5.41,Other,Other,About leg science.,Thompson-Reynolds,expense,4
2024-05-04,6.88,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,4
2024-05-05,9.98,Entertainment,Gaming,Concert,Spotify,expense,4
2024-05-05,21.69,Shopping,Books,Personal items,CVS,expense,4
2024-05-05,15.4,Shopping,Home Goods,Online purchase,Best Buy,expense,4
2024-05-05,45.51,Bank Fee,Bank Fee,Social rise list.,Murphy Inc,expense,4
2024-05-06,68.24,Healthcare,Pharmacy,Insurance,Dental Associates,expense,4
2024-05-07,26.67,Subscription,Subscription,Arm kid he challenge those.,Serrano and Sons,expense,4
2024-05-08,760.98,Housing,Maintenance,Mortgage payment,Home Depot,expense,4
2024-05-08,95.42,Healthcare,Dental,Insurance,Kaiser Permanente,expense,4
2024-05-09,32.67,Transportation,Public Transit,Car payment,Chevron,expense,4
2024-05-10,23.59,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,4
2024-05-13,9.87,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,4
2024-05-13,18.03,Shopping,Home Goods,Retail shopping,Target,expense,4
2024-05-13,23.42,Subscription,Subscription,Bad work rest would discuss.,Sanchez-Anderson,expense,4
2024-05-14,31.94,Other,Other,Service institution cover social official.,"Cook, Hunter and Adkins",expense,4
2024-05-15,1865.22,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-05-15,1888.06,Freelance,Freelance,Freelance project payment,Upwork,income,4
2024-05-16,106.24,Utilities,Electric,Electric bill,Water Company,expense,4
2024-05-16,18.03,Shopping,Electronics,Retail shopping,Target,expense,4
2024-05-16,23.71,ATM Fee,ATM Fee,Very allow several whose capital.,Jimenez-Torres,expense,4
2024-05-17,35.12,Transportation,Car Payment,Gas fill-up,Metro,expense,4
2024-05-17,92.0,Healthcare,Insurance Premium,Prescription,CVS Pharmacy,expense,4
2024-05-18,32.69,Transportation,Car Payment,Car payment,Honda Finance,expense,4
2024-05-18,13.17,Entertainment,Music,Movie tickets,Spotify,expense,4
2024-05-19,14.2,Entertainment,Gaming,Concert,PlayStation Store,expense,4
2024-05-21,4.11,Food & Dining,Fast Food,Lunch,McDonalds,expense,4
2024-05-21,21.3,Transportation,Gas,Car payment,Lyft,expense,4
2024-05-21,30.4,Bank Fee,Bank Fee,Card speech talk.,"Harris, Lane and Patel",expense,4
2024-05-24,5.28,Shopping,Personal Care,Retail shopping,Walgreens,expense,4
2024-05-25,10.7,Entertainment,Sports,Concert,Spotify,expense,4
2024-05-25,8.31,Subscription,Subscription,Leader so product American others.,Sims LLC,expense,4
2024-05-25,47.79,Other,Other,Offer each such before.,Cooper and Sons,expense,4
2024-05-26,8.52,Shopping,Clothing,Online purchase,Target,expense,4
2024-05-27,15.99,Food & Dining,Delivery,Coffee,McDonalds,expense,4
2024-05-28,23.55,Food & Dining,Coffee,Grocery shopping,Uber Eats,expense,4
2024-05-31,36.67,Subscription,Subscription,Television last include happen.,Willis-Gonzalez,expense,4
2024-06-01,1969.85,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-06-01,6.91,Transportation,Parking,Gas fill-up,Metro,expense,4
2024-06-06,13.6,Food & Dining,Groceries,Coffee,DoorDash,expense,4
2024-06-06,28.82,Transportation,Gas,Car payment,Metro,expense,4
2024-06-06,10.75,Entertainment,Streaming,Subscription,AMC Theaters,expense,4
2024-06-06,33.66,Other,Other,Front charge player.,"Hayes, Snyder and Webb",expense,4
2024-06-08,802.24,Housing,Mortgage,Rent payment,Wells Fargo,expense,4
2024-06-09,12.64,Shopping,Electronics,Retail shopping,Walgreens,expense,4
2024-06-10,128.31,Utilities,Electric,Phone bill,PG&E,expense,4
2024-06-10,79.85,Healthcare,Dental,Insurance,Kaiser Permanente,expense,4
2024-06-11,8.04,Entertainment,Sports,Concert,Spotify,expense,4
2024-06-13,767.69,Housing,Mortgage,Property maintenance,Wells Fargo,expense,4
2024-06-13,18.02,Transportation,Car Payment,Car payment,Shell,expense,4
2024-06-14,49.42,ATM Fee,ATM Fee,Wonder check by with.,"Ramsey, Christensen and Jefferson",expense,4
2024-06-15,1974.72,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-06-16,95.82,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,4
2024-06-17,18.94,Food & Dining,Delivery,Grocery shopping,Whole Foods,expense,4
2024-06-18,17.47,Shopping,Personal Care,Retail shopping,Walgreens,expense,4
2024-06-20,13.55,Entertainment,Sports,Concert,Steam,expense,4
2024-06-20,7.13,Bank Fee,Bank Fee,Bag state.,"Bryant, Williams and Wade",expense,4
2024-06-21,12.94,Food & Dining,Delivery,Grocery shopping,McDonalds,expense,4
2024-06-21,103.48,Utilities,Electric,Internet bill,PG&E,expense,4
2024-06-21,8.7,Subscription,Subscription,Claim say site report.,Nguyen and Sons,expense,4
2024-06-23,4.69,Food & Dining,Fast Food,Lunch,McDonalds,expense,4
2024-06-24,19.68,Food & Dining,Fast Food,Coffee,Chipotle,expense,4
2024-06-24,24.71,Food & Dining,Restaurants,Dinner,McDonalds,expense,4
2024-06-24,7.09,Subscription,Subscription,Leave store make kitchen.,"Lowery, Young and Williams",expense,4
2024-06-25,731.38,Housing,Property Tax,Property maintenance,Property Manager,expense,4
2024-06-25,15.6,Shopping,Home Goods,Personal items,Target,expense,4
2024-06-26,15.75,Transportation,Uber/Lyft,Parking fee,Chevron,expense,4
2024-06-27,28.41,Transportation,Car Payment,Parking fee,Chevron,expense,4
2024-06-27,9.15,Entertainment,Music,Movie tickets,Netflix,expense,4
2024-06-27,4.4,Shopping,Clothing,Retail shopping,CVS,expense,4
2024-06-28,9.07,Transportation,Car Payment,Car payment,Lyft,expense,4
2024-06-28,20.28,Shopping,Personal Care,Online purchase,Best Buy,expense,4
2024-07-01,2007.16,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-07-02,45.88,Other,Other,Eight accept.,Russell and Sons,expense,4
2024-07-02,23.54,Other,Other,Drive decade.,"Jones, Walton and Lewis",expense,4
2024-07-03,30.03,Other,Other,Might move.,Christensen PLC,expense,4
2024-07-07,14.42,Food & Dining,Fast Food,Lunch,DoorDash,expense,4
2024-07-07,5.81,ATM Fee,ATM Fee,Cost join art concern market.,Baker-Robinson,expense,4
2024-07-12,16.24,Transportation,Parking,Car payment,Metro,expense,4
2024-07-13,113.85,Utilities,Electric,Electric bill,Water Company,expense,4
2024-07-14,9.63,Entertainment,Gaming,Subscription,PlayStation Store,expense,4
2024-07-14,8.5,Entertainment,Music,Movie tickets,Steam,expense,4
2024-07-14,6.7,Shopping,Clothing,Online purchase,Target,expense,4
2024-07-14,23.48,Shopping,Home Goods,Retail shopping,Amazon,expense,4
2024-07-15,1908.82,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-07-15,785.02,Freelance,Freelance,Freelance project payment,Client A,income,4
2024-07-15,22.13,Transportation,Gas,Car payment,Shell,expense,4
2024-07-15,14.01,Transportation,Parking,Gas fill-up,Honda Finance,expense,4
2024-07-15,8.5,Transportation,Parking,Car payment,Uber,expense,4
2024-07-16,30.19,ATM Fee,ATM Fee,Writer hard opportunity buy already.,Vasquez Ltd,expense,4
2024-07-17,98.01,Healthcare,Pharmacy,Insurance,Dental Associates,expense,4
2024-07-18,70.33,Utilities,Gas,Phone bill,Comcast,expense,4
2024-07-18,5.04,Shopping,Personal Care,Personal items,Best Buy,expense,4
2024-07-18,70.32,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,4
2024-07-19,23.02,Food & Dining,Groceries,Grocery shopping,Safeway,expense,4
2024-07-19,34.06,Subscription,Subscription,Place improve professional throw news.,Jordan-Clark,expense,4
2024-07-20,774.93,Housing,Maintenance,Property maintenance,Property Manager,expense,4
2024-07-20,14.06,Food & Dining,Fast Food,Dinner,Chipotle,expense,4
2024-07-20,5.19,Shopping,Electronics,Retail shopping,Target,expense,4
2024-07-21,14.65,Shopping,Personal Care,Online purchase,CVS,expense,4
2024-07-21,41.16,Bank Fee,Bank Fee,Recent gun particular.,Wilson and Sons,expense,4
2024-07-22,24.06,Food & Dining,Fast Food,Grocery shopping,Uber Eats,expense,4
2024-07-22,7.79,Entertainment,Streaming,Concert,Spotify,expense,4
2024-07-23,40.97,Bank Fee,Bank Fee,Which hit child administration.,"Vang, Steele and White",expense,4
2024-07-25,36.87,Transportation,Car Payment,Parking fee,Metro,expense,4
2024-07-26,123.58,Utilities,Internet,Phone bill,PG&E,expense,4
2024-07-26,19.62,Subscription,Subscription,Different fast deep current five.,Petersen PLC,expense,4
2024-07-29,24.84,Food & Dining,Fast Food,Grocery shopping,DoorDash,expense,4
2024-08-01,1909.4,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-08-01,15.36,Subscription,Subscription,Another product behavior level.,"Jackson, Stanley and Strickland",expense,4
2024-08-01,8.09,Bank Fee,Bank Fee,Wonder turn product light begin.,Torres-Arnold,expense,4
2024-08-04,9.03,Subscription,Subscription,Today sea husband.,Hale-Washington,expense,4
2024-08-05,37.99,Transportation,Parking,Parking fee,Uber,expense,4
2024-08-05,8.313658587388028,Shopping,Electronics,Retail shopping,Target,expense,4
2024-08-06,24.61,Food & Dining,Coffee,Dinner,McDonalds,expense,4
2024-08-07,732.34,Housing,Mortgage,Mortgage payment,Wells Fargo,expense,4
2024-08-07,30.56,Transportation,Uber/Lyft,Parking fee,Uber,expense,4
2024-08-07,32.3,Other,Other,Quite also song.,Ortiz and Sons,expense,4
2024-08-08,13.65,Food & Dining,Restaurants,Lunch,Starbucks,expense,4
2024-08-08,96.22,Utilities,Gas,Internet bill,AT&T,expense,4
2024-08-10,5.8893516649979984,Shopping,Home Goods,Online purchase,CVS,expense,4
2024-08-10,16.2,ATM Fee,ATM Fee,Chance hotel page.,Flowers PLC,expense,4
2024-08-12,20.12,Transportation,Car Payment,Car payment,Metro,expense,4
2024-08-13,44.86,Other,Other,Still newspaper environmental.,"Hughes, Patterson and Lyons",expense,4
2024-08-14,750.71,Housing,Mortgage,Property maintenance,Home Depot,expense,4
2024-08-14,9.81,Transportation,Gas,Parking fee,Uber,expense,4
2024-08-14,18.80674461005598,Shopping,Personal Care,Personal items,Best Buy,expense,4
2024-08-15,1940.75,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-08-17,5.43,Entertainment,Gaming,Subscription,Spotify,expense,4
2024-08-17,3.22,Entertainment,Gaming,Subscription,AMC Theaters,expense,4
2024-08-18,6.84,Food & Dining,Coffee,Coffee,DoorDash,expense,4
2024-08-18,15.93,Food & Dining,Coffee,Dinner,Chipotle,expense,4
2024-08-18,34.64,Subscription,Subscription,Spring treatment structure health.,Burgess LLC,expense,4
2024-08-18,18.81,ATM Fee,ATM Fee,Executive hard law.,Howard-Miller,expense,4
2024-08-19,10.93,Bank Fee,Bank Fee,College short the wide account.,Morales Inc,expense,4
2024-08-20,12.31,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,4
2024-08-20,29.38553845321247,Shopping,Electronics,Retail shopping,Walgreens,expense,4
2024-08-22,14.34,Food & Dining,Delivery,Lunch,Starbucks,expense,4
2024-08-22,27.316306787132092,Shopping,Personal Care,Personal items,CVS,expense,4
2024-08-22,10.72572153542255,Shopping,Personal Care,Retail shopping,Best Buy,expense,4
2024-08-23,24.87,ATM Fee,ATM Fee,Choice own race similar.,"Haney, Cook and Williams",expense,4
2024-08-26,126.07,Utilities,Internet,Internet bill,AT&T,expense,4
2024-08-26,40.85,Subscription,Subscription,Throughout serve wear.,Brown-Taylor,expense,4
2024-08-26,36.97,ATM Fee,ATM Fee,In century follow.,"Barnes, Sampson and Rogers",expense,4
2024-08-27,399.6874922632686,Travel,Car Rental,Hotel stay,Southwest Airlines,expense,4
2024-08-27,29.7,Bank Fee,Bank Fee,Hot again coach forget.,Smith and Sons,expense,4
2024-08-29,77.32,Healthcare,Insurance Premium,Prescription,Kaiser Permanente,expense,4
2024-08-30,17.89,Transportation,Gas,Car payment,Uber,expense,4
2024-08-31,23.84,ATM Fee,ATM Fee,Majority long conference.,Martin-Obrien,expense,4
2024-08-31,13.32,Other,Other,Chance bill doctor character relate.,Pearson Group,expense,4
2024-09-01,1881.48,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-09-01,1783.02,Freelance,Freelance,Freelance project payment,Client B,income,4
2024-09-01,22.83,Food & Dining,Restaurants,Dinner,Whole Foods,expense,4
2024-09-01,15.38,Food & Dining,Coffee,Lunch,McDonalds,expense,4
2024-09-01,126.6,Utilities,Water,Internet bill,Verizon,expense,4
2024-09-02,105.29,Utilities,Electric,Phone bill,Water Company,expense,4
2024-09-03,12.56,Transportation,Uber/Lyft,Parking fee,Metro,expense,4
2024-09-03,8.63,Entertainment,Movies,Subscription,PlayStation Store,expense,4
2024-09-04,34.43,Other,Other,Their since investment learn.,"Miller, Garcia and Morgan",expense,4
2024-09-05,776.13,Housing,Maintenance,Mortgage payment,Home Depot,expense,4
2024-09-06,17.89,Transportation,Gas,Gas fill-up,Metro,expense,4
2024-09-06,4.13,Entertainment,Movies,Movie tickets,PlayStation Store,expense,4
2024-09-06,5.92,Entertainment,Music,Concert,AMC Theaters,expense,4
2024-09-06,36.26,ATM Fee,ATM Fee,Today set six.,"Leonard, Miller and Mcdaniel",expense,4
2024-09-07,22.07588576297587,Shopping,Personal Care,Retail shopping,Target,expense,4
2024-09-07,32.77,Bank Fee,Bank Fee,Or that.,"Garcia, Pugh and Montoya",expense,4
2024-09-08,16.76200089268661,Shopping,Personal Care,Retail shopping,Target,expense,4
2024-09-08,12.61,Other,Other,Few its glass grow manager.,Villarreal-Hays,expense,4
2024-09-08,33.33,Subscription,Subscription,Central possible south second.,Johnson-Flores,expense,4
2024-09-08,42.81,ATM Fee,ATM Fee,Teach our man.,"Johnson, Galloway and Huerta",expense,4
2024-09-09,8.558538074498133,Shopping,Books,Retail shopping,Walgreens,expense,4
2024-09-12,80.74,Healthcare,Insurance Premium,Prescription,Kaiser Permanente,expense,4
2024-09-13,14.93,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,4
2024-09-13,6.64,Entertainment,Sports,Subscription,Steam,expense,4
2024-09-14,15.73,Transportation,Uber/Lyft,Car payment,Chevron,expense,4
2024-09-14,30.61,Transportation,Car Payment,Car payment,Shell,expense,4
2024-09-15,1834.2,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-09-17,11.92,Food & Dining,Coffee,Coffee,Starbucks,expense,4
2024-09-17,6.17,Transportation,Car Payment,Car payment,Metro,expense,4
2024-09-17,38.32,Bank Fee,Bank Fee,Whether blood believe sing change.,"Hardin, Barrett and Copeland",expense,4
2024-09-18,17.12932012335177,Shopping,Books,Personal items,Macys,expense,4
2024-09-19,32.43,Other,Other,Thought they model father.,Peterson Group,expense,4
2024-09-23,71.62,Healthcare,Doctor Visit,Prescription,Kaiser Permanente,expense,4
2024-09-24,4.701686152513995,Shopping,Personal Care,Online purchase,CVS,expense,4
2024-09-25,18.52,Transportation,Public Transit,Parking fee,Chevron,expense,4
2024-09-26,6.02,Food & Dining,Fast Food,Coffee,Uber Eats,expense,4
2024-09-26,18.63,Bank Fee,Bank Fee,Reality skin size yet evidence.,Murray-Wagner,expense,4
2024-09-27,748.88,Housing,Rent,Mortgage payment,Wells Fargo,expense,4
2024-09-28,778.69,Housing,HOA Fees,Rent payment,Bank of America,expense,4
