date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-01-27,81.35,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,6
2024-01-28,5.82,Entertainment,Streaming,Concert,Steam,expense,6
2024-01-30,49.96,Other,Other,Plan election law.,Roberts-Bell,expense,6
2024-02-01,1839.92,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-02-01,9.52,Food & Dining,Restaurants,Coffee,McDonalds,expense,6
2024-02-04,23.32,Food & Dining,Fast Food,Dinner,Starbucks,expense,6
2024-02-05,4.87,Food & Dining,Fast Food,Lunch,Starbucks,expense,6
2024-02-06,4.66,Entertainment,Gaming,Subscription,PlayStation Store,expense,6
2024-02-06,3.73,Entertainment,Sports,Subscription,Netflix,expense,6
2024-02-06,33.14,ATM Fee,ATM Fee,Career different investment letter ten.,Ellis-Hood,expense,6
2024-02-07,66.46,Utilities,Electric,Phone bill,PG&E,expense,6
2024-02-08,7.42,Shopping,Personal Care,Personal items,Amazon,expense,6
2024-02-09,15.19,Transportation,Gas,Parking fee,Chevron,expense,6
2024-02-10,671.67,Housing,HOA Fees,Mortgage payment,Bank of America,expense,6
2024-02-10,15.23,Food & Dining,Restaurants,Lunch,Starbucks,expense,6
2024-02-11,17.33,Shopping,Electronics,Online purchase,CVS,expense,6
2024-02-11,11.27,ATM Fee,ATM Fee,Occur real he employee boy.,Nguyen-Price,expense,6
2024-02-12,18.79,Subscription,Subscription,Charge fish energy such thousand.,Gray Group,expense,6
2024-02-15,1686.61,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-02-15,1872.06,Freelance,Freelance,Freelance project payment,Upwork,income,6
2024-02-18,18.33,Transportation,Car Payment,Gas fill-up,Chevron,expense,6
2024-02-20,33.48,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,6
2024-02-20,12.3,Entertainment,Streaming,Movie tickets,PlayStation Store,expense,6
2024-02-21,11.13,ATM Fee,ATM Fee,Gun him sure reality consumer.,Torres and Sons,expense,6
2024-02-22,30.97,Transportation,Public Transit,Parking fee,Metro,expense,6
2024-02-23,34.78,Bank Fee,Bank Fee,Manage market travel will doctor.,Hamilton Ltd,expense,6
2024-02-23,5.1,Other,Other,She recognize commercial against car.,Evans-Stephens,expense,6
2024-02-24,711.91,Housing,Mortgage,Mortgage payment,Home Depot,expense,6
2024-02-24,6.47,ATM Fee,ATM Fee,Fill outside everybody south.,Owens and Sons,expense,6
2024-02-25,14.68,Food & Dining,Fast Food,Dinner,DoorDash,expense,6
2024-02-25,115.23,Utilities,Internet,Phone bill,AT&T,expense,6
2024-02-25,11.15,Shopping,Home Goods,Retail shopping,Target,expense,6
2024-02-26,3.56,Shopping,Home Goods,Retail shopping,Walgreens,expense,6
2024-02-26,73.0,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,6
2024-02-27,9.57,Food & Dining,Groceries,Dinner,DoorDash,expense,6
2024-02-28,685.35,Housing,Mortgage,Mortgage payment,Landlord,expense,6
2024-02-28,118.93,Travel,Flights,Hotel stay,Expedia,expense,6
2024-02-28,13.22,Other,Other,Necessary into scene.,"Green, Burton and Huang",expense,6
2024-02-29,22.19,Transportation,Uber/Lyft,Gas fill-up,Honda Finance,expense,6
2024-02-29,27.77,Transportation,Car Payment,Parking fee,Shell,expense,6
2024-03-01,1735.25,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-03-01,639.32,Freelance,Freelance,Freelance project payment,Upwork,income,6
2024-03-01,706.88,Housing,Maintenance,Property maintenance,Wells Fargo,expense,6
2024-03-03,708.67,Housing,Maintenance,Rent payment,Property Manager,expense,6
2024-03-03,32.45,Other,Other,Discuss decade.,"Fowler, Pace and Williams",expense,6
2024-03-04,4.96,Shopping,Personal Care,Online purchase,Walgreens,expense,6
2024-03-06,5.87,Entertainment,Music,Subscription,Steam,expense,6
2024-03-06,29.05,ATM Fee,ATM Fee,Pass movie executive activity.,Pineda PLC,expense,6
2024-03-07,18.3,Food & Dining,Restaurants,Dinner,Starbucks,expense,6
2024-03-09,17.35,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,6
2024-03-10,91.74,Healthcare,Doctor Visit,Insurance,Kaiser Permanente,expense,6
2024-03-10,42.59,Subscription,Subscription,Wonder because year economy.,Holden-Gomez,expense,6
2024-03-11,26.77,Transportation,Public Transit,Car payment,Lyft,expense,6
2024-03-12,10.5,Shopping,Home Goods,Personal items,Walgreens,expense,6
2024-03-12,14.54,Shopping,Clothing,Retail shopping,Amazon,expense,6
2024-03-12,10.64,Shopping,Personal Care,Personal items,Target,expense,6
2024-03-14,79.75,Utilities,Electric,Electric bill,Water Company,expense,6
2024-03-14,3.84,Shopping,Electronics,Online purchase,Walgreens,expense,6
2024-03-15,1679.75,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-03-15,662.22,Freelance,Freelance,Freelance project payment,Upwork,income,6
2024-03-15,7.65,Food & Dining,Groceries,Grocery shopping,DoorDash,expense,6
2024-03-15,20.76,Shopping,Clothing,Personal items,Walgreens,expense,6
2024-03-16,685.67,Housing,Mortgage,Mortgage payment,Property Manager,expense,6
2024-03-16,17.09,Food & Dining,Fast Food,Coffee,Uber Eats,expense,6
2024-03-16,9.42,Entertainment,Streaming,Subscription,Spotify,expense,6
2024-03-17,37.79,Bank Fee,Bank Fee,Agent represent.,Diaz-Tran,expense,6
2024-03-18,14.72,Food & Dining,Fast Food,Dinner,Whole Foods,expense,6
2024-03-19,70.11,Utilities,Internet,Electric bill,Water Company,expense,6
2024-03-19,2.41,Entertainment,Music,Subscription,Spotify,expense,6
2024-03-21,21.81,Transportation,Parking,Car payment,Honda Finance,expense,6
2024-03-22,2.8,Entertainment,Streaming,Movie tickets,Steam,expense,6
2024-03-22,45.97,Subscription,Subscription,Medical senior every.,"Gardner, Hayden and Wright",expense,6
2024-03-24,35.13,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,6
2024-03-24,78.45,Utilities,Electric,Electric bill,Verizon,expense,6
2024-03-27,13.19,Food & Dining,Coffee,Dinner,Uber Eats,expense,6
2024-03-28,41.41,Other,Other,Quickly cause keep.,Simmons-Sanchez,expense,6
2024-04-01,1694.47,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-04-01,14.74,Subscription,Subscription,Whose attention.,"Juarez, Frazier and Marsh",expense,6
2024-04-04,11.72,Food & Dining,Restaurants,Dinner,McDonalds,expense,6
2024-04-04,12.52,Food & Dining,Fast Food,Coffee,Whole Foods,expense,6
2024-04-06,12.14,Food & Dining,Fast Food,Lunch,Starbucks,expense,6
2024-04-07,22.84,Food & Dining,Groceries,Coffee,DoorDash,expense,6
2024-04-08,723.2,Housing,HOA Fees,Property maintenance,Bank of America,expense,6
2024-04-09,4.21,Shopping,Clothing,Retail shopping,Target,expense,6
2024-04-09,10.75,Shopping,Clothing,Online purchase,Target,expense,6
2024-04-09,80.09,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,6
2024-04-09,39.81,Subscription,Subscription,Church today discover family voice.,Richardson-Webb,expense,6
2024-04-11,7.23,Transportation,Car Payment,Parking fee,Metro,expense,6
2024-04-11,85.27,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,6
2024-04-12,18.02,Transportation,Parking,Gas fill-up,Metro,expense,6
2024-04-12,5.63,Entertainment,Movies,Movie tickets,Netflix,expense,6
2024-04-13,62.97,Utilities,Electric,Internet bill,AT&T,expense,6
2024-04-15,1725.72,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-04-15,16.77,Food & Dining,Delivery,Grocery shopping,Whole Foods,expense,6
2024-04-15,15.25,Bank Fee,Bank Fee,Assume garden similar.,Brooks-Robinson,expense,6
2024-04-16,9.9,Subscription,Subscription,Thought leave hot ten.,"Jackson, Roth and Cordova",expense,6
2024-04-17,10.08,ATM Fee,ATM Fee,Work reduce.,Clark-Tate,expense,6
2024-04-19,31.18,ATM Fee,ATM Fee,Key assume what dark trial.,Clark Inc,expense,6
2024-04-20,24.16,Transportation,Car Payment,Car payment,Metro,expense,6
2024-04-20,176.31,Travel,Flights,Hotel stay,Marriott,expense,6
2024-04-21,18.15,Shopping,Clothing,Personal items,Amazon,expense,6
2024-04-22,6.27,Entertainment,Sports,Concert,AMC Theaters,expense,6
2024-04-22,49.53,ATM Fee,ATM Fee,Find education.,"Hooper, Oneal and Schmitt",expense,6
2024-04-24,13.19,Food & Dining,Restaurants,Dinner,Safeway,expense,6
2024-04-24,7.66,Entertainment,Music,Subscription,Spotify,expense,6
2024-04-25,5.64,Transportation,Public Transit,Gas fill-up,Shell,expense,6
2024-04-27,28.99,Bank Fee,Bank Fee,Investment coach bed general bad.,Bailey-Wallace,expense,6
2024-04-30,14.82,Transportation,Car Payment,Car payment,Honda Finance,expense,6
2024-05-01,1694.0,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-05-01,1168.0,Freelance,Freelance,Freelance project payment,Client A,income,6
2024-05-01,37.44,Subscription,Subscription,Along low.,Salinas LLC,expense,6
2024-05-02,10.75,ATM Fee,ATM Fee,Wide these focus strong.,Bradshaw Inc,expense,6
2024-05-03,16.6,Other,Other,Maintain lead inside consumer follow.,"Johnson, Lopez and Garcia",expense,6
2024-05-03,37.36,Subscription,Subscription,Reveal risk begin.,Calderon Inc,expense,6
2024-05-04,29.6,Bank Fee,Bank Fee,Project you who experience.,"Miller, Woods and Welch",expense,6
2024-05-05,8.85,Entertainment,Gaming,Movie tickets,Netflix,expense,6
2024-05-06,10.73,Shopping,Personal Care,Personal items,Walgreens,expense,6
2024-05-06,20.22,Shopping,Books,Retail shopping,Macys,expense,6
2024-05-07,28.88,Transportation,Car Payment,Gas fill-up,Lyft,expense,6
2024-05-10,673.78,Housing,HOA Fees,Mortgage payment,Home Depot,expense,6
2024-05-10,11.37,Entertainment,Sports,Subscription,Steam,expense,6
2024-05-11,43.46,ATM Fee,ATM Fee,Now program inside gun.,"Fuller, Contreras and Mckenzie",expense,6
2024-05-12,22.38,Food & Dining,Restaurants,Lunch,Safeway,expense,6
2024-05-12,250.0,Travel,Vacation,Vacation expense,Southwest Airlines,expense,6
2024-05-13,4.96,Entertainment,Music,Movie tickets,AMC Theaters,expense,6
2024-05-14,9.65,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,6
2024-05-15,1841.63,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-05-16,59.41,Healthcare,Dental,Prescription,CVS Pharmacy,expense,6
2024-05-16,38.56,Bank Fee,Bank Fee,Over human it vote.,Young-Herrera,expense,6
2024-05-18,10.17,Shopping,Clothing,Retail shopping,CVS,expense,6
2024-05-19,14.51,Transportation,Parking,Parking fee,Chevron,expense,6
2024-05-19,13.04,Entertainment,Sports,Concert,Steam,expense,6
2024-05-21,47.84,ATM Fee,ATM Fee,Attack agency do.,"Joseph, Sosa and Gomez",expense,6
2024-05-21,12.74,ATM Fee,ATM Fee,Expert time Mrs.,Beck-Williams,expense,6
2024-05-22,62.29,Healthcare,Pharmacy,Doctor visit,CVS Pharmacy,expense,6
2024-05-22,18.72,Subscription,Subscription,Cover must field.,George PLC,expense,6
2024-05-23,14.81,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,6
2024-05-25,10.87,Transportation,Car Payment,Parking fee,Metro,expense,6
2024-05-25,39.23,Other,Other,College exactly.,Espinoza LLC,expense,6
2024-05-26,20.28,Food & Dining,Coffee,Lunch,Safeway,expense,6
2024-05-27,686.01,Housing,Mortgage,Property maintenance,Property Manager,expense,6
2024-05-27,6.18,Food & Dining,Fast Food,Lunch,Uber Eats,expense,6
2024-05-27,9.65,Entertainment,Streaming,Concert,Spotify,expense,6
2024-05-27,42.35,Bank Fee,Bank Fee,News born always building heavy.,Robertson Ltd,expense,6
2024-05-28,21.46,Transportation,Public Transit,Car payment,Lyft,expense,6
2024-05-30,14.54,Transportation,Public Transit,Car payment,Shell,expense,6
2024-05-31,100.4,Utilities,Water,Internet bill,Comcast,expense,6
2024-05-31,19.79,ATM Fee,ATM Fee,Become movement voice.,Alexander-Brock,expense,6
2024-05-31,6.58,Bank Fee,Bank Fee,Measure follow social.,Bell-Jackson,expense,6
2024-06-01,1849.7,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-06-01,1239.01,Freelance,Freelance,Freelance project payment,Client A,income,6
2024-06-01,31.91,Transportation,Car Payment,Car payment,Lyft,expense,6
2024-06-02,21.32,Transportation,Parking,Parking fee,Lyft,expense,6
2024-06-03,47.35,Bank Fee,Bank Fee,Writer a shake and.,Peterson-Norris,expense,6
2024-06-03,6.87,Bank Fee,Bank Fee,Worker simple computer lawyer.,"Hall, Brown and Hall",expense,6
2024-06-05,6.6,Food & Dining,Restaurants,Dinner,Starbucks,expense,6
2024-06-10,31.07,Transportation,Gas,Car payment,Chevron,expense,6
2024-06-10,6.97,ATM Fee,ATM Fee,Community benefit avoid job.,Griffin-Lopez,expense,6
2024-06-11,9.16,ATM Fee,ATM Fee,Cell option pressure.,Lopez and Sons,expense,6
2024-06-12,13.7,Subscription,Subscription,Institution build.,"Reeves, Nelson and Barton",expense,6
2024-06-14,39.26,Bank Fee,Bank Fee,Get sort detail record.,"Moreno, Fuller and Garcia",expense,6
2024-06-15,1839.23,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-06-15,1940.69,Freelance,Freelance,Freelance project payment,Upwork,income,6
2024-06-15,6.75,Shopping,Electronics,Online purchase,Macys,expense,6
2024-06-15,30.58,Subscription,Subscription,Space fill cultural move.,"Wall, Lopez and Santiago",expense,6
2024-06-16,9.25,Food & Dining,Coffee,Lunch,DoorDash,expense,6
2024-06-16,13.18,Shopping,Books,Online purchase,Amazon,expense,6
2024-06-16,31.74,Bank Fee,Bank Fee,House institution water center whatever.,Ruiz PLC,expense,6
2024-06-17,20.03,Shopping,Home Goods,Online purchase,Target,expense,6
2024-06-17,7.32,Bank Fee,Bank Fee,Brother crime far.,Werner-Davis,expense,6
2024-06-18,34.73,Subscription,Subscription,Simply part where example.,"Rogers, Lloyd and Moon",expense,6
2024-06-20,113.54,Utilities,Internet,Internet bill,Comcast,expense,6
2024-06-20,33.01,ATM Fee,ATM Fee,Alone car glass party.,"Todd, Miller and Payne",expense,6
2024-06-21,21.12,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,6
2024-06-22,7.54,Entertainment,Movies,Subscription,Steam,expense,6
2024-06-22,13.37,Shopping,Home Goods,Personal items,Best Buy,expense,6
2024-06-23,13.7,Transportation,Parking,Car payment,Honda Finance,expense,6
2024-06-24,7.93,Food & Dining,Restaurants,Lunch,Whole Foods,expense,6
2024-06-24,30.61,Subscription,Subscription,Student half affect seat.,Fox-Stevens,expense,6
2024-06-25,703.68,Housing,HOA Fees,Mortgage payment,Landlord,expense,6
2024-06-25,6.78,Entertainment,Gaming,Concert,Steam,expense,6
2024-06-25,11.8,Other,Other,Population yeah go.,Martinez-Sanders,expense,6
2024-06-27,10.14,Entertainment,Sports,Subscription,Netflix,expense,6
2024-06-27,7.35,Shopping,Home Goods,Personal items,Best Buy,expense,6
2024-06-27,75.43,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,6
2024-06-29,17.45,Subscription,Subscription,Thought degree bring start.,"Rivers, Young and Moore",expense,6
2024-06-30,10.8,Transportation,Uber/Lyft,Car payment,Shell,expense,6
2024-06-30,19.15,ATM Fee,ATM Fee,Situation industry worry participant talk.,Shelton-Alvarez,expense,6
2024-07-01,1784.33,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-07-01,8.2,Entertainment,Movies,Movie tickets,AMC Theaters,expense,6
2024-07-01,11.75,Shopping,Home Goods,Online purchase,Walgreens,expense,6
2024-07-01,12.75,Shopping,Personal Care,Personal items,CVS,expense,6
2024-07-05,91.59,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,6
2024-07-07,22.7,Transportation,Public Transit,Gas fill-up,Shell,expense,6
2024-07-07,42.07,Subscription,Subscription,Building pressure quickly.,Wright-Flynn,expense,6
2024-07-08,31.6,Transportation,Uber/Lyft,Car payment,Shell,expense,6
2024-07-08,13.96,Subscription,Subscription,Them store quality general.,Kelly Ltd,expense,6
2024-07-08,13.77,Bank Fee,Bank Fee,Surface eat unit.,Phillips LLC,expense,6
2024-07-14,28.9,Other,Other,Their marriage fight technology leader.,"Chapman, Miller and Farmer",expense,6
2024-07-15,1694.36,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-07-15,21.48,Transportation,Gas,Gas fill-up,Lyft,expense,6
2024-07-15,7.01,Entertainment,Music,Subscription,Netflix,expense,6
2024-07-16,9.56,Food & Dining,Restaurants,Lunch,Starbucks,expense,6
2024-07-16,12.4,Shopping,Clothing,Online purchase,CVS,expense,6
2024-07-16,42.89,Subscription,Subscription,Discussion color sense institution.,Wagner-Brown,expense,6
2024-07-17,21.77,Transportation,Gas,Car payment,Metro,expense,6
2024-07-19,23.66,Food & Dining,Fast Food,Coffee,Safeway,expense,6
2024-07-20,11.94,Food & Dining,Groceries,Lunch,Whole Foods,expense,6
2024-07-20,26.82,Transportation,Uber/Lyft,Parking fee,Chevron,expense,6
2024-07-20,20.55,Shopping,Personal Care,Online purchase,Walgreens,expense,6
2024-07-23,14.93,Shopping,Books,Online purchase,Target,expense,6
2024-07-25,682.6,Housing,HOA Fees,Rent payment,Home Depot,expense,6
2024-07-25,51.47,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,6
2024-07-26,86.11,Utilities,Gas,Phone bill,AT&T,expense,6
2024-07-26,96.34,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,6
2024-07-27,6.19,Entertainment,Music,Subscription,Spotify,expense,6
2024-07-28,64.1,Utilities,Phone,Internet bill,AT&T,expense,6
2024-08-01,1765.38,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-08-01,5.97,Food & Dining,Fast Food,Coffee,Uber Eats,expense,6
2024-08-01,13.42,Other,Other,Concern half weight structure each.,"Price, King and Rodriguez",expense,6
2024-08-02,22.71,Food & Dining,Delivery,Grocery shopping,Uber Eats,expense,6
2024-08-02,8.74,Entertainment,Gaming,Subscription,Steam,expense,6
2024-08-02,23.86,Other,Other,Across garden exist visit value.,Anderson Inc,expense,6
2024-08-03,49.68,Subscription,Subscription,Message ten ability suddenly.,"Bishop, Smith and Bird",expense,6
2024-08-04,733.45,Housing,HOA Fees,Mortgage payment,Wells Fargo,expense,6
2024-08-04,19.78,Transportation,Uber/Lyft,Car payment,Lyft,expense,6
2024-08-04,19.54,Transportation,Car Payment,Parking fee,Honda Finance,expense,6
2024-08-04,12.37,ATM Fee,ATM Fee,Light sort.,Powell LLC,expense,6
2024-08-06,45.91,Bank Fee,Bank Fee,When relate cell.,"Warren, Alvarez and Turner",expense,6
2024-08-07,10.99,Entertainment,Music,Movie tickets,AMC Theaters,expense,6
2024-08-08,26.51,Bank Fee,Bank Fee,Ready continue short plant.,Pace Inc,expense,6
2024-08-08,44.7,ATM Fee,ATM Fee,Bit billion soldier.,"Cruz, George and Figueroa",expense,6
2024-08-10,14.14,Food & Dining,Groceries,Dinner,McDonalds,expense,6
2024-08-10,31.59,Transportation,Gas,Car payment,Metro,expense,6
2024-08-10,82.15,Utilities,Water,Phone bill,Water Company,expense,6
2024-08-10,23.13,ATM Fee,ATM Fee,Hospital themselves.,"Moore, Garner and Moss",expense,6
2024-08-11,39.07,Other,Other,Wait fill every continue.,Schwartz Inc,expense,6
2024-08-12,31.15,Transportation,Gas,Gas fill-up,Shell,expense,6
2024-08-12,24.202572607910096,Shopping,Personal Care,Online purchase,Amazon,expense,6
2024-08-15,1733.24,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-08-15,710.07,Housing,Property Tax,Property maintenance,Bank of America,expense,6
2024-08-17,6.873881201108455,Shopping,Home Goods,Personal items,Target,expense,6
2024-08-19,11.71,Entertainment,Streaming,Concert,Spotify,expense,6
2024-08-20,19.34,Transportation,Uber/Lyft,Car payment,Uber,expense,6
2024-08-20,7.149337278384204,Shopping,Home Goods,Online purchase,Amazon,expense,6
2024-08-20,35.17,Bank Fee,Bank Fee,Continue never grow she save.,"Smith, Beck and Allen",expense,6
2024-08-21,11.38,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,6
2024-08-22,79.79,Healthcare,Insurance Premium,Insurance,CVS Pharmacy,expense,6
2024-08-22,24.78,Other,Other,Available or store realize.,Carter Ltd,expense,6
2024-08-23,20.09,Transportation,Car Payment,Parking fee,Metro,expense,6
2024-08-23,10.77,Entertainment,Music,Subscription,Spotify,expense,6
2024-08-23,15.28,Subscription,Subscription,Pm young.,"Thomas, Huffman and Fields",expense,6
2024-08-26,6.23,Food & Dining,Restaurants,Dinner,Safeway,expense,6
2024-08-26,95.94,Utilities,Gas,Electric bill,AT&T,expense,6
2024-08-26,37.4,Bank Fee,Bank Fee,Particularly interest enjoy throughout cultural.,Powell and Sons,expense,6
2024-08-27,9.2,Entertainment,Streaming,Subscription,Netflix,expense,6
2024-08-28,17.17844263737851,Shopping,Personal Care,Personal items,Amazon,expense,6
2024-08-29,680.62,Housing,Rent,Mortgage payment,Bank of America,expense,6
2024-08-31,110.87,Utilities,Phone,Internet bill,PG&E,expense,6
2024-08-31,42.64,Bank Fee,Bank Fee,Plan purpose put take.,Garcia PLC,expense,6
2024-09-01,1803.2,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-09-01,1270.15,Freelance,Freelance,Freelance project payment,Client B,income,6
2024-09-02,30.27,Other,Other,In conference appear modern.,Ball-Malone,expense,6
2024-09-03,698.69,Housing,Mortgage,Mortgage payment,Wells Fargo,expense,6
2024-09-03,11.35,Entertainment,Music,Subscription,Steam,expense,6
2024-09-06,29.27,Transportation,Public Transit,Parking fee,Uber,expense,6
2024-09-06,47.66,Bank Fee,Bank Fee,Floor area second.,Knight Ltd,expense,6
2024-09-06,22.02,Subscription,Subscription,People policy factor agreement.,Wallace-Park,expense,6
2024-09-07,30.5,Transportation,Gas,Gas fill-up,Uber,expense,6
2024-09-07,81.56,Utilities,Gas,Electric bill,Verizon,expense,6
2024-09-08,9.38,Subscription,Subscription,Option middle involve.,Burgess LLC,expense,6
2024-09-09,16.377115867121784,Shopping,Books,Online purchase,Amazon,expense,6
2024-09-10,85.63,Healthcare,Doctor Visit,Prescription,Kaiser Permanente,expense,6
2024-09-11,180.96,Travel,Flights,Hotel stay,Marriott,expense,6
2024-09-12,24.340300646547973,Shopping,Home Goods,Online purchase,Best Buy,expense,6
2024-09-13,15.95,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,6
2024-09-13,6.18,Entertainment,Sports,Subscription,Steam,expense,6
2024-09-15,1693.47,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-09-16,41.17,Other,Other,Day thank.,Wood Ltd,expense,6
2024-09-17,14.5,Food & Dining,Coffee,Coffee,Uber Eats,expense,6
2024-09-17,23.614098261002816,Shopping,Electronics,Retail shopping,Best Buy,expense,6
2024-09-19,91.52,Utilities,Water,Phone bill,AT&T,expense,6
2024-09-19,17.67927186878896,Shopping,Personal Care,Retail shopping,Amazon,expense,6
2024-09-21,115.07,Utilities,Gas,Phone bill,Comcast,expense,6
2024-09-22,79.49,Healthcare,Dental,Insurance,Kaiser Permanente,expense,6
2024-09-23,10.066667551350086,Shopping,Personal Care,Retail shopping,Amazon,expense,6
2024-09-24,13.52,Food & Dining,Groceries,Coffee,Whole Foods,expense,6
2024-09-24,12.5,Food & Dining,Fast Food,Lunch,Uber Eats,expense,6
2024-09-25,2.66,Entertainment,Sports,Subscription,AMC Theaters,expense,6
2024-09-29,9.67,Transportation,Gas,Parking fee,Honda Finance,expense,6
2024-09-30,9.32,Entertainment,Gaming,Subscription,Steam,expense,6
2024-09-30,56.74,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,6
2024-10-01,1682.26,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-10-01,713.85,Housing,HOA Fees,Rent payment,Bank of America,expense,6
2024-10-02,28.21,Bank Fee,Bank Fee,Eat learn occur often from.,Martin-Long,expense,6
2024-10-03,23.02,Food & Dining,Coffee,Dinner,Starbucks,expense,6
2024-10-04,13.51,Food & Dining,Coffee,Lunch,Starbucks,expense,6
2024-10-05,11.38,Transportation,Uber/Lyft,Gas fill-up,Metro,expense,6
2024-10-06,44.72,Other,Other,Economy person opportunity audience.,Roberson-Montes,expense,6
2024-10-07,15.86,Food & Dining,Restaurants,Lunch,McDonalds,expense,6
2024-10-07,17.84,Shopping,Electronics,Retail shopping,CVS,expense,6
2024-10-07,57.57,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,6
2024-10-10,3.45,Shopping,Electronics,Personal items,Amazon,expense,6
2024-10-10,24.68,Subscription,Subscription,Family also where.,"Martinez, Gonzales and Savage",expense,6
2024-10-11,6.21,Entertainment,Sports,Subscription,Netflix,expense,6
2024-10-12,5.5,Other,Other,Serve data more.,"Turner, Chen and Walker",expense,6
2024-10-13,45.37,Other,Other,Every middle attorney.,"Chen, Scott and Rogers",expense,6
2024-10-14,5.41,Entertainment,Streaming,Subscription,AMC Theaters,expense,6
2024-10-14,3.55,Entertainment,Movies,Movie tickets,Netflix,expense,6
2024-10-15,1742.1,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-10-15,8.36,Transportation,Gas,Gas fill-up,Uber,expense,6
