date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-02-25,77.37,Transportation,Gas,Gas fill-up,Metro,expense,9
2024-02-25,43.11,Other,Other,Bad land test road sense.,Hurst-Hood,expense,9
2024-02-26,21.84,Food & Dining,Coffee,Dinner,DoorDash,expense,9
2024-02-26,50.0,Food & Dining,Groceries,Grocery shopping,Whole Foods,expense,9
2024-02-26,35.22,Other,Other,Push very end research here.,"Benjamin, Gonzalez and Conrad",expense,9
2024-02-28,1943.68,Housing,Rent,Mortgage payment,Property Manager,expense,9
2024-02-28,13.19,Entertainment,Music,Movie tickets,PlayStation Store,expense,9
2024-02-29,93.32,Transportation,Public Transit,Car payment,Metro,expense,9
2024-03-01,5138.17,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-03-01,1257.32,Freelance,Freelance,Freelance project payment,Client A,income,9
2024-03-02,64.52,Transportation,Car Payment,Gas fill-up,Uber,expense,9
2024-03-02,5.07,ATM Fee,ATM Fee,Natural ground movement here.,Mora-Peterson,expense,9
2024-03-03,1943.56,Housing,Mortgage,Mortgage payment,Property Manager,expense,9
2024-03-04,24.32,Food & Dining,Groceries,Grocery shopping,Chipotle,expense,9
2024-03-04,53.55,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,9
2024-03-04,9.7,Entertainment,Movies,Concert,PlayStation Store,expense,9
2024-03-04,29.71,Shopping,Electronics,Personal items,Walgreens,expense,9
2024-03-06,10.21,Shopping,Electronics,Personal items,Walgreens,expense,9
2024-03-06,21.22,Shopping,Home Goods,Retail shopping,Walgreens,expense,9
2024-03-09,54.71,Shopping,Home Goods,Online purchase,Amazon,expense,9
2024-03-10,5.84,Entertainment,Music,Concert,PlayStation Store,expense,9
2024-03-11,12.65,Bank Fee,Bank Fee,Market town see expect.,Jones Group,expense,9
2024-03-11,48.58,Other,Other,Huge news together.,Young-Miller,expense,9
2024-03-12,17.61,Subscription,Subscription,Discussion economy new.,Wilson-Martin,expense,9
2024-03-13,51.15,Shopping,Home Goods,Personal items,Walgreens,expense,9
2024-03-14,66.07,Food & Dining,Delivery,Grocery shopping,Uber Eats,expense,9
2024-03-14,34.9,Transportation,Parking,Car payment,Metro,expense,9
2024-03-14,49.13,ATM Fee,ATM Fee,Knowledge ten indeed light.,"Mitchell, Nguyen and Wolfe",expense,9
2024-03-15,4775.64,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-03-15,1862.72,Freelance,Freelance,Freelance project payment,Client A,income,9
2024-03-16,24.95,Entertainment,Sports,Movie tickets,PlayStation Store,expense,9
2024-03-17,1915.94,Housing,Property Tax,Rent payment,Wells Fargo,expense,9
2024-03-19,23.24,Transportation,Gas,Car payment,Uber,expense,9
2024-03-21,40.71,ATM Fee,ATM Fee,Someone mission stay election technology.,Rogers-Scott,expense,9
2024-03-21,28.42,Subscription,Subscription,Notice would.,Mosley PLC,expense,9
2024-03-21,40.42,Subscription,Subscription,Maintain tell strong bed far.,Andrews Inc,expense,9
2024-03-26,68.81,Food & Dining,Restaurants,Grocery shopping,Whole Foods,expense,9
2024-03-26,231.44,Utilities,Internet,Electric bill,Comcast,expense,9
2024-03-26,30.53,Entertainment,Music,Subscription,Steam,expense,9
2024-03-26,35.53,Other,Other,Toward garden.,Harper-Singh,expense,9
2024-03-28,41.72,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,9
2024-03-28,28.44,Subscription,Subscription,Power rise join small base.,"Adams, Parsons and Mcfarland",expense,9
2024-03-29,275.94,Healthcare,Dental,Insurance,Dental Associates,expense,9
2024-03-31,1924.96,Housing,Maintenance,Property maintenance,Bank of America,expense,9
2024-03-31,12.91,Food & Dining,Delivery,Coffee,Starbucks,expense,9
2024-04-01,4877.1,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-04-01,25.21,Shopping,Clothing,Retail shopping,Amazon,expense,9
2024-04-02,79.35,Transportation,Car Payment,Car payment,Metro,expense,9
2024-04-03,38.9,Other,Other,Yeah sort performance pay.,Galvan-Martin,expense,9
2024-04-04,29.37,Entertainment,Music,Subscription,PlayStation Store,expense,9
2024-04-04,36.93,ATM Fee,ATM Fee,Team size air.,"Shelton, Martin and Graham",expense,9
2024-04-05,1895.4,Housing,Rent,Mortgage payment,Bank of America,expense,9
2024-04-05,89.08,Transportation,Car Payment,Car payment,Shell,expense,9
2024-04-05,27.13,Shopping,Electronics,Personal items,Target,expense,9
2024-04-06,89.11,Transportation,Uber/Lyft,Parking fee,Uber,expense,9
2024-04-06,258.33,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,9
2024-04-07,45.74,Food & Dining,Groceries,Lunch,McDonalds,expense,9
2024-04-07,45.11,Food & Dining,Restaurants,Grocery shopping,DoorDash,expense,9
2024-04-07,39.03,Transportation,Parking,Parking fee,Honda Finance,expense,9
2024-04-07,21.24,Transportation,Parking,Parking fee,Honda Finance,expense,9
2024-04-07,168.18,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,9
2024-04-08,81.55,Transportation,Car Payment,Parking fee,Lyft,expense,9
2024-04-10,11.35,Entertainment,Streaming,Concert,Spotify,expense,9
2024-04-10,34.68,Shopping,Home Goods,Online purchase,Walgreens,expense,9
2024-04-14,17.39,ATM Fee,ATM Fee,Us Republican hair law.,Bruce-Johnson,expense,9
2024-04-15,4737.23,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-04-15,30.82,Food & Dining,Restaurants,Grocery shopping,McDonalds,expense,9
2024-04-20,26.94,Bank Fee,Bank Fee,Own television recently.,Mccann and Sons,expense,9
2024-04-21,867.47,Travel,Hotels,Vacation expense,Hertz,expense,9
2024-04-22,25.8,ATM Fee,ATM Fee,In attack exactly career.,"Anderson, Clay and Martin",expense,9
2024-04-24,21.13,Entertainment,Sports,Subscription,AMC Theaters,expense,9
2024-04-29,313.84,Utilities,Phone,Electric bill,Verizon,expense,9
2024-05-01,5054.17,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-05-01,58.16,Food & Dining,Delivery,Lunch,DoorDash,expense,9
2024-05-03,32.03,Entertainment,Movies,Concert,Spotify,expense,9
2024-05-06,1972.36,Housing,Mortgage,Rent payment,Property Manager,expense,9
2024-05-06,34.2,Shopping,Clothing,Online purchase,CVS,expense,9
2024-05-06,157.73,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,9
2024-05-08,64.32,Food & Dining,Restaurants,Coffee,Chipotle,expense,9
2024-05-08,54.14,Food & Dining,Coffee,Lunch,Whole Foods,expense,9
2024-05-08,36.07,Entertainment,Gaming,Concert,Netflix,expense,9
2024-05-08,27.42,Shopping,Personal Care,Retail shopping,Target,expense,9
2024-05-08,202.04,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,9
2024-05-10,19.63,Transportation,Parking,Car payment,Lyft,expense,9
2024-05-10,16.48,Subscription,Subscription,Finally team and above.,Mcintosh Ltd,expense,9
2024-05-12,1940.69,Housing,Mortgage,Rent payment,Home Depot,expense,9
2024-05-12,252.97,Healthcare,Doctor Visit,Prescription,Kaiser Permanente,expense,9
2024-05-13,57.25,Transportation,Uber/Lyft,Car payment,Metro,expense,9
2024-05-14,71.77,Transportation,Public Transit,Gas fill-up,Uber,expense,9
2024-05-14,14.81,Entertainment,Music,Concert,PlayStation Store,expense,9
2024-05-15,4818.16,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-05-17,26.6,Entertainment,Sports,Concert,AMC Theaters,expense,9
2024-05-17,20.14,Other,Other,Start wind ever manager feel.,"Jones, Henry and Torres",expense,9
2024-05-18,9.34,Shopping,Home Goods,Online purchase,Best Buy,expense,9
2024-05-18,37.93,Other,Other,Laugh seem message really find.,"Douglas, Sawyer and Aguilar",expense,9
2024-05-19,230.96,Utilities,Water,Electric bill,Water Company,expense,9
2024-05-20,48.95,Food & Dining,Fast Food,Dinner,Uber Eats,expense,9
2024-05-21,6.37,Subscription,Subscription,Better deep manage arm.,Taylor-Robinson,expense,9
2024-05-21,40.14,ATM Fee,ATM Fee,Article election remain.,Lee-Cameron,expense,9
2024-05-22,57.71,Transportation,Parking,Car payment,Lyft,expense,9
2024-05-22,14.37,Shopping,Clothing,Personal items,Walgreens,expense,9
2024-05-23,324.07,Utilities,Water,Internet bill,PG&E,expense,9
2024-05-23,33.93,ATM Fee,ATM Fee,Show daughter.,Ortiz-Newman,expense,9
2024-05-25,20.69,Food & Dining,Coffee,Dinner,Chipotle,expense,9
2024-05-26,47.06,ATM Fee,ATM Fee,Yard know situation.,Hahn PLC,expense,9
2024-05-27,12.74,Subscription,Subscription,Total shake gun realize.,Dennis Group,expense,9
2024-05-28,32.57,Entertainment,Sports,Movie tickets,Spotify,expense,9
2024-05-29,16.91,Subscription,Subscription,Use soldier record knowledge.,"Jenkins, Young and Alvarado",expense,9
2024-05-29,29.94,Bank Fee,Bank Fee,Program any around.,Graham and Sons,expense,9
2024-05-30,12.42,Bank Fee,Bank Fee,Car management issue machine.,Galloway-Thomas,expense,9
2024-05-31,20.93,Shopping,Electronics,Personal items,Best Buy,expense,9
2024-06-01,5029.9,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-06-01,11.57,Entertainment,Music,Subscription,Netflix,expense,9
2024-06-01,12.96,Subscription,Subscription,Hotel fish color.,"Clark, Thomas and Wilson",expense,9
2024-06-05,256.24,Utilities,Phone,Electric bill,Verizon,expense,9
2024-06-05,39.95,Bank Fee,Bank Fee,Me center none.,Snyder-Jackson,expense,9
2024-06-06,67.66,Food & Dining,Groceries,Coffee,DoorDash,expense,9
2024-06-06,29.92,Entertainment,Movies,Subscription,PlayStation Store,expense,9
2024-06-06,9.75,Entertainment,Streaming,Movie tickets,PlayStation Store,expense,9
2024-06-07,34.01,Entertainment,Sports,Subscription,Netflix,expense,9
2024-06-07,15.47,Bank Fee,Bank Fee,Dream yet pretty use.,"Young, Reynolds and Morris",expense,9
2024-06-08,27.94,Entertainment,Sports,Concert,Steam,expense,9
2024-06-09,49.48,Subscription,Subscription,Gun in raise fire reality.,Barnes-Ferrell,expense,9
2024-06-09,39.79,ATM Fee,ATM Fee,Bank eat leave her.,Rodriguez-Vargas,expense,9
2024-06-09,37.44,Subscription,Subscription,Skill thing.,Torres-Woods,expense,9
2024-06-10,51.73,Food & Dining,Delivery,Coffee,Starbucks,expense,9
2024-06-11,22.2,Other,Other,Nation body those product.,"Johnson, Davis and Smith",expense,9
2024-06-12,30.23,Food & Dining,Coffee,Lunch,DoorDash,expense,9
2024-06-13,165.02,Healthcare,Pharmacy,Insurance,Dental Associates,expense,9
2024-06-13,10.99,Other,Other,Single writer interesting.,"Pena, Lewis and Washington",expense,9
2024-06-14,38.43,Bank Fee,Bank Fee,Back us important.,Tanner and Sons,expense,9
2024-06-15,5104.54,Salary,Salary,Monthly salary payment,Healthcare LLC,income,9
2024-06-15,1124.07,Freelance,Freelance,Freelance project payment,Client A,income,9
2024-06-15,59.71,Transportation,Car Payment,Car payment,Honda Finance,expense,9
2024-06-16,28.92,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,9
2024-06-17,1922.76,Housing,Property Tax,Rent payment,Bank of America,expense,9
2024-06-17,25.95,Other,Other,Above anything push ask.,Wu-Morris,expense,9
2024-06-19,305.57,Utilities,Electric,Phone bill,Water Company,expense,9
2024-06-22,1970.42,Housing,HOA Fees,Mortgage payment,Home Depot,expense,9
2024-06-23,17.79,Transportation,Uber/Lyft,Gas fill-up,Metro,expense,9
2024-06-23,58.67,Shopping,Clothing,Retail shopping,Amazon,expense,9
2024-06-23,31.64,ATM Fee,ATM Fee,Food arrive hard.,"Moreno, Jackson and Rogers",expense,9
2024-06-23,16.86,Subscription,Subscription,Station significant member former consumer.,"Smith, Dalton and Hernandez",expense,9
2024-06-24,193.9,Healthcare,Insurance Premium,Insurance,Kaiser Permanente,expense,9
2024-06-24,45.11,Other,Other,Light science executive hospital.,Andrews Group,expense,9
2024-06-26,84.3,Transportation,Parking,Parking fee,Uber,expense,9
2024-06-26,913.0717937622248,Travel,Vacation,Hotel stay,Southwest Airlines,expense,9
2024-06-27,53.32,Shopping,Clothing,Personal items,Best Buy,expense,9
2024-06-27,44.82,ATM Fee,ATM Fee,Relate sure.,Nunez Ltd,expense,9
2024-06-29,34.53,Shopping,Home Goods,Personal items,Target,expense,9
2024-07-01,4853.38,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-07-02,215.5,Healthcare,Doctor Visit,Prescription,CVS Pharmacy,expense,9
2024-07-03,36.14,ATM Fee,ATM Fee,Knowledge exactly.,Medina LLC,expense,9
2024-07-04,38.06,Food & Dining,Restaurants,Coffee,Whole Foods,expense,9
2024-07-05,45.36,ATM Fee,ATM Fee,Allow particularly.,Williams Ltd,expense,9
2024-07-06,28.31,ATM Fee,ATM Fee,Determine simple your very.,Henry-Patterson,expense,9
2024-07-07,1943.82,Housing,HOA Fees,Rent payment,Property Manager,expense,9
2024-07-07,217.95,Utilities,Gas,Internet bill,AT&T,expense,9
2024-07-07,25.01,Bank Fee,Bank Fee,Fight source.,Johnson Group,expense,9
2024-07-09,58.77,Food & Dining,Coffee,Lunch,Uber Eats,expense,9
2024-07-09,278.83,Utilities,Gas,Phone bill,Comcast,expense,9
2024-07-10,22.89,Food & Dining,Delivery,Coffee,McDonalds,expense,9
2024-07-10,10.49,ATM Fee,ATM Fee,With go marriage.,"Diaz, Mitchell and Payne",expense,9
2024-07-11,45.72,Transportation,Gas,Car payment,Uber,expense,9
2024-07-11,43.71,Shopping,Electronics,Retail shopping,Amazon,expense,9
2024-07-11,15.75,Shopping,Books,Retail shopping,Best Buy,expense,9
2024-07-12,37.83,ATM Fee,ATM Fee,Keep learn moment environmental behavior.,"Cooper, Fox and Salazar",expense,9
2024-07-13,16.48,Entertainment,Movies,Subscription,Netflix,expense,9
2024-07-13,52.48,Shopping,Clothing,Personal items,Best Buy,expense,9
2024-07-15,4831.54,Salary,Salary,Monthly salary payment,Healthcare LLC,income,9
2024-07-15,5.92,Bank Fee,Bank Fee,Voice onto rather because build.,Ward-Mack,expense,9
2024-07-15,37.95,ATM Fee,ATM Fee,Full than.,Patterson and Sons,expense,9
2024-07-17,29.04,Shopping,Electronics,Online purchase,Macys,expense,9
2024-07-18,200.55,Healthcare,Insurance Premium,Doctor visit,Dental Associates,expense,9
2024-07-18,35.68,ATM Fee,ATM Fee,Various give.,"Hawkins, Webster and Tate",expense,9
2024-07-21,10.13,Bank Fee,Bank Fee,Policy plan town deep.,"Roberts, Jones and Robertson",expense,9
2024-07-23,48.35,Transportation,Car Payment,Car payment,Metro,expense,9
2024-07-24,33.32,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,9
2024-07-25,5.81,Entertainment,Music,Subscription,Spotify,expense,9
2024-07-25,5.91,ATM Fee,ATM Fee,Green trip fast return bit.,Fleming-Hamilton,expense,9
2024-07-27,12.58,Entertainment,Streaming,Subscription,PlayStation Store,expense,9
2024-07-28,42.9,Shopping,Home Goods,Online purchase,Target,expense,9
2024-07-28,201.93,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,9
2024-07-30,58.89,Food & Dining,Restaurants,Lunch,Safeway,expense,9
2024-07-31,10.59,Subscription,Subscription,Maintain also two we cut.,"Mcdonald, Taylor and Peck",expense,9
2024-08-01,4928.3,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-08-01,46.92,Transportation,Parking,Car payment,Uber,expense,9
2024-08-04,21.74771671999906,Shopping,Books,Retail shopping,CVS,expense,9
2024-08-04,153.12,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,9
2024-08-05,221.42,Utilities,Electric,Phone bill,Water Company,expense,9
2024-08-06,42.55,Bank Fee,Bank Fee,New something believe court.,"Ponce, Perez and Harrison",expense,9
2024-08-07,660.2586215086598,Travel,Vacation,Hotel stay,Southwest Airlines,expense,9
2024-08-07,36.07,Other,Other,Knowledge pick school kitchen agent.,"Jimenez, Owens and Morris",expense,9
2024-08-08,266.71,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,9
2024-08-08,40.08,Subscription,Subscription,Blue theory.,"Hendrix, Boyd and Strong",expense,9
2024-08-09,70.82,Transportation,Uber/Lyft,Car payment,Chevron,expense,9
2024-08-11,27.55,Transportation,Parking,Gas fill-up,Metro,expense,9
2024-08-13,302.65,Utilities,Internet,Electric bill,AT&T,expense,9
2024-08-13,27.42415819867723,Shopping,Personal Care,Online purchase,Walgreens,expense,9
2024-08-13,17.12,Other,Other,Fact plan.,White-Adams,expense,9
2024-08-14,24.19,Entertainment,Movies,Concert,Steam,expense,9
2024-08-15,5175.32,Salary,Salary,Monthly salary payment,Healthcare LLC,income,9
2024-08-15,2041.35,Housing,Rent,Property maintenance,Home Depot,expense,9
2024-08-15,24.03,Other,Other,Whatever market though break.,Rodriguez Group,expense,9
2024-08-16,70.87,Transportation,Public Transit,Parking fee,Lyft,expense,9
2024-08-17,41.42,Other,Other,Successful pass.,Gordon-Burke,expense,9
2024-08-17,10.34,ATM Fee,ATM Fee,This safe.,Wilson-Randall,expense,9
2024-08-20,43.69901889387477,Shopping,Personal Care,Personal items,Walgreens,expense,9
2024-08-20,38.71,ATM Fee,ATM Fee,Likely just strong.,West Ltd,expense,9
2024-08-21,55.93,Transportation,Uber/Lyft,Parking fee,Uber,expense,9
2024-08-21,9.51,Entertainment,Movies,Subscription,AMC Theaters,expense,9
2024-08-22,16.562275453611623,Shopping,Electronics,Retail shopping,Target,expense,9
2024-08-22,22.52,Subscription,Subscription,Quickly five film price.,"Carpenter, Davis and Palmer",expense,9
2024-08-22,43.8,Other,Other,Professional energy.,Knight-Wagner,expense,9
2024-08-23,5.43,Subscription,Subscription,Court push music beautiful.,Hill-Koch,expense,9
2024-08-24,57.85,Food & Dining,Restaurants,Grocery shopping,Safeway,expense,9
2024-08-24,33.21,Entertainment,Movies,Concert,AMC Theaters,expense,9
2024-08-25,83.61,Transportation,Parking,Parking fee,Metro,expense,9
2024-08-26,16.95,ATM Fee,ATM Fee,Beat person kind.,"Smith, White and Hawkins",expense,9
2024-08-27,50.02214357898463,Shopping,Personal Care,Retail shopping,Best Buy,expense,9
2024-08-27,61.96183166810306,Shopping,Home Goods,Personal items,CVS,expense,9
2024-08-28,47.79,Other,Other,Surface writer.,Dougherty-Taylor,expense,9
2024-08-29,44.56,Food & Dining,Coffee,Grocery shopping,Starbucks,expense,9
2024-08-30,31.51,Food & Dining,Coffee,Coffee,Chipotle,expense,9
2024-08-30,7.13,ATM Fee,ATM Fee,Hold less matter world.,Coleman-Wilson,expense,9
2024-08-31,20.02,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,9
2024-08-31,28.54,Entertainment,Streaming,Movie tickets,AMC Theaters,expense,9
2024-08-31,15.31,Other,Other,Hundred face old.,White-Simpson,expense,9
2024-09-01,4718.27,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-09-01,33.44,Entertainment,Music,Subscription,Netflix,expense,9
2024-09-01,623.59,Travel,Car Rental,Vacation expense,Marriott,expense,9
2024-09-03,6.6,Other,Other,Reflect site.,Steele-Rodriguez,expense,9
2024-09-03,39.01,Other,Other,Material people well.,Rodriguez Ltd,expense,9
2024-09-04,64.07,Food & Dining,Restaurants,Dinner,Starbucks,expense,9
2024-09-04,12.16,Bank Fee,Bank Fee,Child enough tell.,Carpenter-Gray,expense,9
2024-09-06,28.274426858985567,Shopping,Clothing,Personal items,Best Buy,expense,9
2024-09-08,1883.53,Housing,Rent,Property maintenance,Home Depot,expense,9
2024-09-08,167.93,Healthcare,Dental,Doctor visit,Kaiser Permanente,expense,9
2024-09-12,46.249824874799764,Shopping,Home Goods,Personal items,CVS,expense,9
2024-09-12,9.41,Bank Fee,Bank Fee,Clear air.,Woods-Williams,expense,9
2024-09-13,1946.24,Housing,Mortgage,Mortgage payment,Property Manager,expense,9
2024-09-14,45.87,Bank Fee,Bank Fee,Call able attention long.,"Lopez, Hines and Patterson",expense,9
2024-09-15,5009.0,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-09-15,1910.27,Freelance,Freelance,Freelance project payment,Client B,income,9
2024-09-15,325.56,Utilities,Internet,Electric bill,Comcast,expense,9
2024-09-15,40.23806617797184,Shopping,Home Goods,Retail shopping,CVS,expense,9
2024-09-16,58.3,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,9
2024-09-16,86.82,Transportation,Parking,Parking fee,Lyft,expense,9
2024-09-16,25.987084406606808,Shopping,Personal Care,Personal items,CVS,expense,9
2024-09-17,93.05,Transportation,Public Transit,Car payment,Lyft,expense,9
2024-09-18,29.91,Food & Dining,Restaurants,Grocery shopping,Safeway,expense,9
2024-09-18,19.16,Entertainment,Music,Movie tickets,Steam,expense,9
2024-09-19,44.54,ATM Fee,ATM Fee,Exactly beat movement letter.,Watkins-Moreno,expense,9
2024-09-20,9.1,Other,Other,Citizen risk.,Black PLC,expense,9
2024-09-22,54.19,Food & Dining,Delivery,Grocery shopping,Safeway,expense,9
2024-09-22,31.86,Entertainment,Sports,Movie tickets,Steam,expense,9
2024-09-23,141.93,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,9
2024-09-23,35.69,ATM Fee,ATM Fee,Prove again outside.,"Reed, Crawford and Buckley",expense,9
2024-09-24,250.2,Utilities,Electric,Electric bill,AT&T,expense,9
2024-09-24,315.87,Utilities,Water,Electric bill,Comcast,expense,9
2024-09-28,52.83,Transportation,Public Transit,Parking fee,Uber,expense,9
2024-09-28,67.69815122145083,Shopping,Clothing,Online purchase,CVS,expense,9
2024-09-29,33.79,Transportation,Public Transit,Gas fill-up,Chevron,expense,9
2024-10-01,4877.33,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-10-01,181.55,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,9
2024-10-02,37.75,ATM Fee,ATM Fee,Wide production everybody study project.,Dixon Ltd,expense,9
2024-10-06,96.51,Transportation,Gas,Car payment,Chevron,expense,9
2024-10-07,307.95,Utilities,Phone,Electric bill,Verizon,expense,9
