date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-02-02,44.33,ATM Fee,ATM Fee,Foot practice human.,"Phillips, Andrews and Walker",expense,10
2024-02-03,267.94,Utilities,Internet,Phone bill,Water Company,expense,10
2024-02-03,150.77,Healthcare,Insurance Premium,Insurance,CVS Pharmacy,expense,10
2024-02-04,92.58,Transportation,Gas,Car payment,Honda Finance,expense,10
2024-02-04,48.82,Shopping,Clothing,Retail shopping,Amazon,expense,10
2024-02-05,70.88,Food & Dining,Restaurants,Grocery shopping,Uber Eats,expense,10
2024-02-05,27.79,Food & Dining,Groceries,Coffee,DoorDash,expense,10
2024-02-07,8.58,Other,Other,Activity seek.,"Sharp, Hall and Martinez",expense,10
2024-02-09,69.24,Food & Dining,Coffee,Coffee,Chipotle,expense,10
2024-02-12,91.88,Transportation,Public Transit,Parking fee,Lyft,expense,10
2024-02-12,15.17,Shopping,Home Goods,Online purchase,Target,expense,10
2024-02-13,2077.59,Housing,Mortgage,Rent payment,Property Manager,expense,10
2024-02-14,2084.72,Housing,Mortgage,Mortgage payment,Landlord,expense,10
2024-02-14,33.43,Entertainment,Gaming,Concert,Netflix,expense,10
2024-02-15,5286.34,Salary,Salary,Monthly salary payment,Tech Corp,income,10
2024-02-15,25.2,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,10
2024-02-15,31.46,Shopping,Electronics,Personal items,Target,expense,10
2024-02-16,48.35,Other,Other,Under foot hotel sister low.,Carey and Sons,expense,10
2024-02-18,62.11,Transportation,Car Payment,Car payment,Chevron,expense,10
2024-02-18,338.07,Utilities,Water,Phone bill,PG&E,expense,10
2024-02-18,28.89,Subscription,Subscription,Ago blood chance.,"Maynard, Camacho and Bell",expense,10
2024-02-18,38.62,Subscription,Subscription,Television trouble.,Christian-Martinez,expense,10
2024-02-19,2028.31,Housing,Rent,Mortgage payment,Home Depot,expense,10
2024-02-20,58.81,Transportation,Car Payment,Car payment,Metro,expense,10
2024-02-20,33.8,Entertainment,Streaming,Movie tickets,Spotify,expense,10
2024-02-21,35.38,Shopping,Home Goods,Personal items,Macys,expense,10
2024-02-22,6.17,Subscription,Subscription,Leave approach.,"Love, Solis and Payne",expense,10
2024-02-23,21.73,Transportation,Car Payment,Car payment,Shell,expense,10
2024-02-24,20.31,Entertainment,Gaming,Concert,Steam,expense,10
2024-02-25,44.69,Shopping,Personal Care,Retail shopping,Best Buy,expense,10
2024-02-25,12.33,Other,Other,Democrat little popular mind.,"Blair, Morton and Mcconnell",expense,10
2024-02-26,43.41,Bank Fee,Bank Fee,Early great despite.,Johnson-Newton,expense,10
2024-02-28,158.91,Healthcare,Doctor Visit,Doctor visit,Kaiser Permanente,expense,10
2024-02-29,29.17,Entertainment,Sports,Concert,PlayStation Store,expense,10
2024-03-01,5347.62,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-03-01,42.14,Other,Other,Mention size.,White and Sons,expense,10
2024-03-03,44.64,Other,Other,Town sure there foot.,"Patel, Martinez and Clark",expense,10
2024-03-09,2004.05,Housing,Rent,Mortgage payment,Wells Fargo,expense,10
2024-03-09,7.08,Entertainment,Gaming,Subscription,Steam,expense,10
2024-03-10,23.7,Entertainment,Music,Subscription,Netflix,expense,10
2024-03-10,16.35,Entertainment,Music,Movie tickets,Spotify,expense,10
2024-03-10,57.18,Shopping,Personal Care,Personal items,Macys,expense,10
2024-03-11,21.54,ATM Fee,ATM Fee,Name size each major loss.,Oliver LLC,expense,10
2024-03-11,22.4,ATM Fee,ATM Fee,Issue large.,"Massey, Carter and Burns",expense,10
2024-03-12,2099.47,Housing,Maintenance,Property maintenance,Bank of America,expense,10
2024-03-12,35.47,Transportation,Car Payment,Gas fill-up,Chevron,expense,10
2024-03-15,5116.67,Salary,Salary,Monthly salary payment,Tech Corp,income,10
2024-03-15,919.77,Freelance,Freelance,Freelance project payment,Upwork,income,10
2024-03-15,72.39,Food & Dining,Restaurants,Grocery shopping,Uber Eats,expense,10
2024-03-15,24.73,Transportation,Car Payment,Gas fill-up,Chevron,expense,10
2024-03-15,86.28,Transportation,Gas,Car payment,Chevron,expense,10
2024-03-16,37.7,Entertainment,Sports,Movie tickets,Netflix,expense,10
2024-03-17,8.74,Bank Fee,Bank Fee,Push center.,"Moore, Graves and Charles",expense,10
2024-03-20,25.15,Food & Dining,Coffee,Grocery shopping,Uber Eats,expense,10
2024-03-20,50.11,Shopping,Personal Care,Retail shopping,CVS,expense,10
2024-03-20,24.01,Subscription,Subscription,Speak behavior style.,Randall-Harris,expense,10
2024-03-21,32.93,Transportation,Car Payment,Car payment,Chevron,expense,10
2024-03-21,57.8,Shopping,Personal Care,Retail shopping,Walgreens,expense,10
2024-03-21,22.83,Subscription,Subscription,Because suggest during player.,Peck-Garcia,expense,10
2024-03-22,1952.72,Housing,Property Tax,Property maintenance,Wells Fargo,expense,10
2024-03-24,35.27,Entertainment,Gaming,Subscription,Steam,expense,10
2024-03-24,221.45,Healthcare,Insurance Premium,Prescription,CVS Pharmacy,expense,10
2024-03-25,20.36,Food & Dining,Delivery,Grocery shopping,McDonalds,expense,10
2024-03-27,36.72,Transportation,Car Payment,Gas fill-up,Honda Finance,expense,10
2024-03-27,31.57,Entertainment,Sports,Subscription,AMC Theaters,expense,10
2024-03-27,60.7,Shopping,Clothing,Retail shopping,CVS,expense,10
2024-03-28,5.54,Other,Other,Far gas difficult on behavior.,"Martinez, Bowers and Bowman",expense,10
2024-03-29,9.0,Subscription,Subscription,Model treatment.,Chandler-Cox,expense,10
2024-03-30,33.89,Food & Dining,Coffee,Lunch,Uber Eats,expense,10
2024-03-30,53.67,Transportation,Car Payment,Parking fee,Shell,expense,10
2024-03-30,231.47,Healthcare,Pharmacy,Insurance,Dental Associates,expense,10
2024-03-30,152.46,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,10
2024-03-30,34.3,Other,Other,His civil yourself TV.,Johnson-Hanson,expense,10
2024-03-31,180.1,Utilities,Gas,Phone bill,Water Company,expense,10
2024-03-31,16.24,Subscription,Subscription,Parent specific poor.,"Mcclure, Jones and Brown",expense,10
2024-04-01,4892.87,Salary,Salary,Monthly salary payment,Tech Corp,income,10
2024-04-02,19.21,Subscription,Subscription,Mean from challenge.,"Campbell, Freeman and Brennan",expense,10
2024-04-03,207.83,Utilities,Water,Internet bill,PG&E,expense,10
2024-04-03,39.84,Subscription,Subscription,Lawyer allow.,"Hall, Green and Morgan",expense,10
2024-04-04,316.99,Utilities,Gas,Phone bill,Comcast,expense,10
2024-04-04,61.11,Shopping,Personal Care,Retail shopping,Amazon,expense,10
2024-04-06,5.85,ATM Fee,ATM Fee,Tv south fund red.,Johnson Inc,expense,10
2024-04-07,49.85,Subscription,Subscription,Such pull again.,Foley Inc,expense,10
2024-04-07,20.56,Bank Fee,Bank Fee,Modern body computer.,Nguyen-Hooper,expense,10
2024-04-07,15.41,Bank Fee,Bank Fee,Institution relate authority throughout condition.,Walsh LLC,expense,10
2024-04-08,94.63,Transportation,Car Payment,Gas fill-up,Lyft,expense,10
2024-04-08,56.68,Transportation,Uber/Lyft,Gas fill-up,Uber,expense,10
2024-04-08,181.27,Utilities,Electric,Internet bill,Verizon,expense,10
2024-04-09,33.0,Food & Dining,Restaurants,Lunch,Chipotle,expense,10
2024-04-09,17.57,Other,Other,Firm art everybody by.,Love PLC,expense,10
2024-04-10,15.63,Food & Dining,Restaurants,Dinner,Starbucks,expense,10
2024-04-10,59.81,Shopping,Clothing,Retail shopping,CVS,expense,10
2024-04-10,42.61,ATM Fee,ATM Fee,Threat order.,"Carter, Morales and Krueger",expense,10
2024-04-12,12.71,Subscription,Subscription,Course million our recently.,Hoffman PLC,expense,10
2024-04-13,48.33,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,10
2024-04-13,10.18,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,10
2024-04-15,4871.21,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-04-15,33.56,Transportation,Parking,Parking fee,Shell,expense,10
2024-04-16,15.21,Shopping,Electronics,Personal items,Target,expense,10
2024-04-16,33.07,Subscription,Subscription,Join job similar wonder option.,"Rivera, Byrd and Schroeder",expense,10
2024-04-22,28.76,Subscription,Subscription,Herself leg identify management.,"Phillips, Wood and Sullivan",expense,10
2024-04-23,33.14,Entertainment,Gaming,Concert,Netflix,expense,10
2024-04-24,31.63,Other,Other,Since effect.,Houston-Hampton,expense,10
2024-04-25,20.2,Entertainment,Movies,Movie tickets,AMC Theaters,expense,10
2024-04-25,11.89,Other,Other,Class very year shoulder.,"Moon, Anderson and Foster",expense,10
2024-04-26,1957.35,Housing,Rent,Mortgage payment,Property Manager,expense,10
2024-04-26,230.2,Healthcare,Pharmacy,Insurance,Kaiser Permanente,expense,10
2024-04-27,49.08,Food & Dining,Delivery,Coffee,Uber Eats,expense,10
2024-04-27,16.0,Transportation,Gas,Parking fee,Chevron,expense,10
2024-04-27,37.35,Shopping,Electronics,Retail shopping,Macys,expense,10
2024-04-27,55.88,Shopping,Electronics,Personal items,Target,expense,10
2024-04-28,35.06,Shopping,Personal Care,Online purchase,CVS,expense,10
2024-04-29,24.51,Entertainment,Gaming,Movie tickets,Spotify,expense,10
2024-04-30,12.35,Food & Dining,Restaurants,Lunch,Starbucks,expense,10
2024-04-30,26.63,Entertainment,Streaming,Movie tickets,Spotify,expense,10
2024-04-30,42.24,Other,Other,Whether store.,"Wells, Leonard and Burton",expense,10
2024-05-01,5332.58,Salary,Salary,Monthly salary payment,Healthcare LLC,income,10
2024-05-01,351.6,Utilities,Phone,Internet bill,Water Company,expense,10
2024-05-02,2117.23,Housing,Property Tax,Mortgage payment,Wells Fargo,expense,10
2024-05-02,8.61,Entertainment,Gaming,Movie tickets,Steam,expense,10
2024-05-03,37.43,Shopping,Books,Personal items,Macys,expense,10
2024-05-04,33.99,Transportation,Parking,Gas fill-up,Metro,expense,10
2024-05-04,63.42,Shopping,Home Goods,Personal items,CVS,expense,10
2024-05-05,99.13,Transportation,Public Transit,Parking fee,Metro,expense,10
2024-05-05,10.67,Subscription,Subscription,Stand safe that.,"Hobbs, Garcia and Matthews",expense,10
2024-05-07,41.18,Subscription,Subscription,Table policy do.,Long and Sons,expense,10
2024-05-08,340.71,Utilities,Internet,Electric bill,Verizon,expense,10
2024-05-09,1984.33,Housing,HOA Fees,Rent payment,Home Depot,expense,10
2024-05-10,28.76,ATM Fee,ATM Fee,Pass movement take customer.,Lozano Group,expense,10
2024-05-11,7.15,Entertainment,Sports,Movie tickets,PlayStation Store,expense,10
2024-05-12,46.2,Subscription,Subscription,Me who present.,Herrera Ltd,expense,10
2024-05-13,25.51,Entertainment,Music,Subscription,PlayStation Store,expense,10
2024-05-15,5304.12,Salary,Salary,Monthly salary payment,Healthcare LLC,income,10
2024-05-15,58.25,Transportation,Gas,Gas fill-up,Shell,expense,10
2024-05-17,1979.43,Housing,Maintenance,Rent payment,Bank of America,expense,10
2024-05-17,6.97,Entertainment,Movies,Movie tickets,Steam,expense,10
2024-05-18,60.94,Food & Dining,Coffee,Coffee,Starbucks,expense,10
2024-05-19,32.7,Food & Dining,Fast Food,Lunch,Whole Foods,expense,10
2024-05-19,36.47,Other,Other,Medical what player beyond your.,"Miranda, Padilla and Rojas",expense,10
2024-05-20,27.09,Food & Dining,Delivery,Dinner,Starbucks,expense,10
2024-05-21,5.16,Subscription,Subscription,Common young.,"Mcpherson, Barber and Nguyen",expense,10
2024-05-22,16.73,Subscription,Subscription,Coach order right.,Flores-Thomas,expense,10
2024-05-23,12.17,Bank Fee,Bank Fee,Place many security represent building.,Gallegos-Rivas,expense,10
2024-05-27,24.51,Entertainment,Streaming,Concert,Steam,expense,10
2024-05-27,28.95,Shopping,Clothing,Retail shopping,Amazon,expense,10
2024-05-27,181.59,Healthcare,Dental,Insurance,CVS Pharmacy,expense,10
2024-05-27,11.97,Subscription,Subscription,Important team something.,"Leonard, Jackson and Macdonald",expense,10
2024-05-27,20.12,ATM Fee,ATM Fee,Follow college head religious.,"Blevins, Thompson and Cox",expense,10
2024-05-28,55.75,Food & Dining,Fast Food,Dinner,Chipotle,expense,10
2024-05-29,56.25,Food & Dining,Fast Food,Grocery shopping,Uber Eats,expense,10
2024-05-30,350.4,Utilities,Phone,Internet bill,PG&E,expense,10
2024-06-01,5177.57,Salary,Salary,Monthly salary payment,Tech Corp,income,10
2024-06-01,335.67,Utilities,Electric,Electric bill,Verizon,expense,10
2024-06-01,9.43,Entertainment,Movies,Concert,Netflix,expense,10
2024-06-01,7.4,Subscription,Subscription,While audience already bad western.,"Cook, Moore and Carrillo",expense,10
2024-06-01,10.96,Subscription,Subscription,Agency example three.,Hart-Thompson,expense,10
2024-06-03,30.55,Entertainment,Music,Subscription,PlayStation Store,expense,10
2024-06-04,32.33,Subscription,Subscription,Left baby act child.,Powers-Cantu,expense,10
2024-06-06,48.52,Food & Dining,Groceries,Grocery shopping,Chipotle,expense,10
2024-06-06,33.65,Other,Other,Grow stay pay evening table.,"Ross, Curtis and Wolf",expense,10
2024-06-07,46.07,Bank Fee,Bank Fee,Than door character.,"Martinez, Jones and Lopez",expense,10
2024-06-09,40.44,Shopping,Clothing,Online purchase,Walgreens,expense,10
2024-06-10,2071.85,Housing,Property Tax,Property maintenance,Home Depot,expense,10
2024-06-12,2026.62,Housing,Maintenance,Property maintenance,Bank of America,expense,10
2024-06-12,26.5,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,10
2024-06-12,180.62,Healthcare,Insurance Premium,Doctor visit,Dental Associates,expense,10
2024-06-13,29.37,Transportation,Uber/Lyft,Car payment,Honda Finance,expense,10
2024-06-13,29.41,Entertainment,Movies,Subscription,PlayStation Store,expense,10
2024-06-13,21.18,Shopping,Clothing,Personal items,Amazon,expense,10
2024-06-13,1412.605173310533,Travel,Vacation,Vacation expense,Marriott,expense,10
2024-06-14,27.55,Transportation,Gas,Parking fee,Honda Finance,expense,10
2024-06-15,5062.85,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-06-16,37.53,Entertainment,Movies,Subscription,Steam,expense,10
2024-06-17,6.83,ATM Fee,ATM Fee,Even miss four.,"Morris, Harris and Coffey",expense,10
2024-06-18,2022.67,Housing,Rent,Rent payment,Landlord,expense,10
2024-06-18,29.79,Bank Fee,Bank Fee,Begin executive development prepare.,Gonzalez-Harris,expense,10
2024-06-19,60.64,Shopping,Books,Personal items,Best Buy,expense,10
2024-06-20,20.48,Bank Fee,Bank Fee,Floor teacher other raise than.,Ashley-Farrell,expense,10
2024-06-20,48.16,Bank Fee,Bank Fee,Site wish last.,"Carpenter, Parker and Scott",expense,10
2024-06-21,14.25,Subscription,Subscription,She about stand.,"Fisher, Butler and Brady",expense,10
2024-06-22,60.19,Food & Dining,Restaurants,Coffee,Uber Eats,expense,10
2024-06-22,28.03,Food & Dining,Delivery,Lunch,Uber Eats,expense,10
2024-06-22,85.66,Transportation,Gas,Car payment,Metro,expense,10
2024-06-22,144.09,Healthcare,Doctor Visit,Insurance,Kaiser Permanente,expense,10
2024-06-23,62.52,Transportation,Public Transit,Car payment,Uber,expense,10
2024-06-24,39.72,Food & Dining,Fast Food,Dinner,Whole Foods,expense,10
2024-06-25,146.17,Healthcare,Dental,Insurance,Kaiser Permanente,expense,10
2024-06-25,10.27,Bank Fee,Bank Fee,Help art she sell.,Peterson-Santos,expense,10
2024-06-26,88.82,Transportation,Parking,Parking fee,Metro,expense,10
2024-06-26,39.01,Subscription,Subscription,Certain possible water meet buy.,Watson Inc,expense,10
2024-06-27,22.01,ATM Fee,ATM Fee,Language go trade.,Kennedy and Sons,expense,10
2024-06-28,49.62,Transportation,Gas,Car payment,Metro,expense,10
2024-06-29,35.61,Bank Fee,Bank Fee,Sister standard.,"Wilson, Robinson and Morrison",expense,10
2024-07-01,5042.21,Salary,Salary,Monthly salary payment,Tech Corp,income,10
2024-07-01,42.71,Other,Other,Hand third try close.,"Gomez, Holder and Harris",expense,10
2024-07-01,20.04,Subscription,Subscription,Outside by experience.,"Smith, Cabrera and Rodriguez",expense,10
2024-07-02,44.76,Transportation,Public Transit,Car payment,Lyft,expense,10
2024-07-02,55.27,Shopping,Personal Care,Personal items,Best Buy,expense,10
2024-07-03,2082.06,Housing,HOA Fees,Mortgage payment,Wells Fargo,expense,10
2024-07-03,45.73,Transportation,Public Transit,Parking fee,Chevron,expense,10
2024-07-03,22.12,Shopping,Clothing,Personal items,Amazon,expense,10
2024-07-03,47.72,Shopping,Books,Online purchase,Macys,expense,10
2024-07-03,6.61,Bank Fee,Bank Fee,Spend American group.,Wolf Ltd,expense,10
2024-07-04,6.67,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,10
2024-07-04,36.55,Subscription,Subscription,Single although represent gun.,Bruce-Smith,expense,10
2024-07-05,19.22,Entertainment,Music,Concert,Spotify,expense,10
2024-07-05,205.55,Healthcare,Dental,Doctor visit,Kaiser Permanente,expense,10
2024-07-07,52.89,Food & Dining,Coffee,Grocery shopping,Safeway,expense,10
2024-07-07,15.02,Other,Other,Work system very treat.,Gomez-Barron,expense,10
2024-07-08,22.78,ATM Fee,ATM Fee,President activity bar.,Wilson-Cain,expense,10
2024-07-11,19.5,Entertainment,Movies,Movie tickets,Steam,expense,10
2024-07-13,23.1,Transportation,Parking,Gas fill-up,Honda Finance,expense,10
2024-07-13,17.11,Bank Fee,Bank Fee,Unit method thousand mouth.,Huffman-Pacheco,expense,10
2024-07-15,5011.54,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-07-15,25.9,Entertainment,Streaming,Movie tickets,Netflix,expense,10
2024-07-16,32.11,Bank Fee,Bank Fee,Bed discuss away.,Garcia LLC,expense,10
2024-07-17,2064.36,Housing,Mortgage,Mortgage payment,Bank of America,expense,10
2024-07-18,12.56,Bank Fee,Bank Fee,Adult campaign court.,Jacobson-Vaughan,expense,10
2024-07-19,46.37,ATM Fee,ATM Fee,Part Mrs oil machine.,"Lawrence, Olson and Johnston",expense,10
2024-07-19,47.66,Other,Other,Rate seven finally threat.,Wyatt Inc,expense,10
2024-07-20,28.97,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,10
2024-07-21,42.92,Food & Dining,Delivery,Lunch,McDonalds,expense,10
2024-07-21,46.64,Subscription,Subscription,American teach scientist.,Tran-Kirby,expense,10
2024-07-21,19.97,Bank Fee,Bank Fee,Specific live.,"Flores, Nelson and Hernandez",expense,10
2024-07-22,82.12,Transportation,Public Transit,Gas fill-up,Metro,expense,10
2024-07-24,20.94,Bank Fee,Bank Fee,Safe executive stage table.,Rivera-Taylor,expense,10
2024-07-25,16.24,Transportation,Parking,Gas fill-up,Metro,expense,10
2024-07-25,25.04,Shopping,Electronics,Personal items,CVS,expense,10
2024-07-25,54.83,Shopping,Books,Online purchase,Macys,expense,10
2024-07-26,32.73,Transportation,Car Payment,Parking fee,Honda Finance,expense,10
2024-07-26,208.21,Utilities,Phone,Phone bill,Comcast,expense,10
2024-07-26,59.91,Shopping,Personal Care,Personal items,Macys,expense,10
2024-07-27,65.66,Food & Dining,Groceries,Dinner,Uber Eats,expense,10
2024-07-28,13.37,Entertainment,Streaming,Subscription,Netflix,expense,10
2024-07-28,11.45,Other,Other,Agree discussion.,"Jones, Orozco and Kaufman",expense,10
2024-07-29,283.91,Healthcare,Doctor Visit,Insurance,Kaiser Permanente,expense,10
2024-07-30,2037.93,Housing,Maintenance,Property maintenance,Wells Fargo,expense,10
2024-08-01,4953.66,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-08-01,839.99,Freelance,Freelance,Freelance project payment,Client A,income,10
2024-08-01,2002.18,Housing,Maintenance,Property maintenance,Wells Fargo,expense,10
2024-08-01,29.74,Bank Fee,Bank Fee,Picture listen sign low.,Murray Group,expense,10
2024-08-03,21.02,Food & Dining,Coffee,Lunch,DoorDash,expense,10
2024-08-04,14.37,ATM Fee,ATM Fee,Standard whatever affect how material.,"Black, Alvarado and Nguyen",expense,10
2024-08-05,246.14,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,10
2024-08-07,83.08,Transportation,Parking,Gas fill-up,Metro,expense,10
2024-08-08,262.9,Utilities,Internet,Phone bill,AT&T,expense,10
2024-08-08,34.31,Bank Fee,Bank Fee,Pull machine even anything.,"Archer, Barnett and Steele",expense,10
2024-08-09,2103.74,Housing,Mortgage,Mortgage payment,Bank of America,expense,10
2024-08-09,20.59,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,10
2024-08-11,53.903892295736014,Shopping,Personal Care,Retail shopping,Best Buy,expense,10
2024-08-13,275.72,Healthcare,Doctor Visit,Doctor visit,Kaiser Permanente,expense,10
2024-08-14,33.67,Entertainment,Movies,Movie tickets,AMC Theaters,expense,10
2024-08-14,26.03,ATM Fee,ATM Fee,Education any case heart.,Green-Norton,expense,10
2024-08-15,4878.58,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-08-15,24.84,Food & Dining,Coffee,Lunch,McDonalds,expense,10
2024-08-15,32.75,Food & Dining,Fast Food,Dinner,McDonalds,expense,10
2024-08-15,46.28,Other,Other,Put final however evidence.,Hudson-York,expense,10
2024-08-17,51.78059712441512,Shopping,Clothing,Retail shopping,Walgreens,expense,10
2024-08-18,75.18,Transportation,Uber/Lyft,Parking fee,Chevron,expense,10
2024-08-18,36.64,Subscription,Subscription,Sport Democrat group thus indeed.,"Warner, Lane and Kim",expense,10
2024-08-19,1958.7,Housing,Maintenance,Rent payment,Bank of America,expense,10
2024-08-20,10.29,Bank Fee,Bank Fee,Area billion sign.,Patterson-Bernard,expense,10
2024-08-20,49.91,Other,Other,Read happen long.,"Burton, Patterson and Cruz",expense,10
2024-08-21,60.04,Food & Dining,Groceries,Coffee,Whole Foods,expense,10
2024-08-21,28.58,ATM Fee,ATM Fee,Free tell west fire.,"Jones, Davis and Aguilar",expense,10
2024-08-22,47.319149532294404,Shopping,Clothing,Online purchase,Target,expense,10
2024-08-23,42.26,Transportation,Public Transit,Car payment,Metro,expense,10
2024-08-23,224.33,Utilities,Electric,Internet bill,Water Company,expense,10
2024-08-23,10.06,Other,Other,Must product easy.,Key-Olson,expense,10
2024-08-23,21.54,ATM Fee,ATM Fee,Crime green himself central spring.,Horn-Chaney,expense,10
2024-08-24,65.99,Transportation,Gas,Gas fill-up,Honda Finance,expense,10
2024-08-24,34.89,Entertainment,Sports,Concert,Spotify,expense,10
2024-08-24,7.49,Other,Other,Foot wonder which.,"Espinoza, Stevens and Ramos",expense,10
2024-08-24,44.11,Bank Fee,Bank Fee,Quite back time bank wrong.,Pearson LLC,expense,10
2024-08-25,14.63,Entertainment,Movies,Movie tickets,AMC Theaters,expense,10
2024-08-26,43.93,ATM Fee,ATM Fee,Form raise.,"Yang, Myers and Mckay",expense,10
2024-08-27,56.04,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,10
2024-08-28,17.26,Entertainment,Gaming,Subscription,Spotify,expense,10
2024-08-30,16.79,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,10
2024-08-30,23.71,ATM Fee,ATM Fee,Pick home reality.,"Stanley, Martinez and Rodriguez",expense,10
2024-08-31,284.1,Healthcare,Dental,Doctor visit,Dental Associates,expense,10
2024-08-31,687.7684775812328,Travel,Flights,Hotel stay,Marriott,expense,10
2024-09-01,5262.97,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-09-01,77.96790423737292,Shopping,Home Goods,Personal items,Walgreens,expense,10
2024-09-01,184.25,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,10
2024-09-02,39.32,Food & Dining,Groceries,Grocery shopping,Uber Eats,expense,10
2024-09-04,2146.17,Housing,HOA Fees,Mortgage payment,Home Depot,expense,10
2024-09-04,54.09,Food & Dining,Restaurants,Lunch,Starbucks,expense,10
2024-09-04,22.54,Subscription,Subscription,Yeah ask guy five.,Gonzalez Group,expense,10
2024-09-04,29.46,Bank Fee,Bank Fee,Might serious she.,"Barnes, Foley and Howard",expense,10
2024-09-05,15.43,Entertainment,Music,Movie tickets,Spotify,expense,10
2024-09-05,24.51,ATM Fee,ATM Fee,Herself safe.,Montoya and Sons,expense,10
2024-09-09,90.77,Transportation,Parking,Parking fee,Honda Finance,expense,10
2024-09-09,62.9,Transportation,Parking,Parking fee,Chevron,expense,10
2024-09-09,24.278869191115803,Shopping,Books,Online purchase,Walgreens,expense,10
2024-09-11,59.98,Food & Dining,Groceries,Coffee,McDonalds,expense,10
2024-09-13,330.12,Utilities,Water,Electric bill,Comcast,expense,10
