date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-03-01,16.33,Food & Dining,Fast Food,Lunch,Whole Foods,expense,8
2024-03-01,10.2,Other,Other,Management down gun.,"Johnson, Gentry and Robinson",expense,8
2024-03-01,24.88,Subscription,Subscription,Them happen now me.,"Bishop, Potts and Reyes",expense,8
2024-03-02,64.28,Transportation,Uber/Lyft,Parking fee,Chevron,expense,8
2024-03-03,196.78,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,8
2024-03-03,20.91,Other,Other,Together article.,Rice Ltd,expense,8
2024-03-04,1630.09,Housing,Property Tax,Property maintenance,Property Manager,expense,8
2024-03-04,35.76,ATM Fee,ATM Fee,Who air during like.,Morgan and Sons,expense,8
2024-03-05,47.36,Other,Other,Six more usually news.,Davis Inc,expense,8
2024-03-07,43.0,Food & Dining,Restaurants,Dinner,Starbucks,expense,8
2024-03-08,37.52,Shopping,Personal Care,Personal items,Target,expense,8
2024-03-09,42.4,Food & Dining,Restaurants,Coffee,Whole Foods,expense,8
2024-03-09,19.84,Food & Dining,Groceries,Dinner,DoorDash,expense,8
2024-03-09,31.27,Transportation,Uber/Lyft,Gas fill-up,Honda Finance,expense,8
2024-03-09,23.79,Entertainment,Streaming,Concert,AMC Theaters,expense,8
2024-03-09,49.45,Shopping,Clothing,Retail shopping,Walgreens,expense,8
2024-03-09,8.11,ATM Fee,ATM Fee,Lose stay sometimes so performance.,Hester and Sons,expense,8
2024-03-10,33.65,Food & Dining,Restaurants,Lunch,Uber Eats,expense,8
2024-03-13,14.53,Transportation,Parking,Gas fill-up,Lyft,expense,8
2024-03-13,270.13,Utilities,Gas,Internet bill,Water Company,expense,8
2024-03-13,162.67,Utilities,Gas,Electric bill,AT&T,expense,8
2024-03-13,18.68,Shopping,Personal Care,Online purchase,Macys,expense,8
2024-03-13,136.9,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-03-13,42.47,Other,Other,Season somebody new guess ability.,"Frost, Gonzales and Jensen",expense,8
2024-03-14,215.67,Healthcare,Doctor Visit,Insurance,Dental Associates,expense,8
2024-03-15,4114.7,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-03-15,29.54,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,8
2024-03-17,22.68,Other,Other,Positive good can.,Martin PLC,expense,8
2024-03-17,16.98,Bank Fee,Bank Fee,His method wind so.,Glenn Ltd,expense,8
2024-03-18,18.3,ATM Fee,ATM Fee,Medical crime teach.,"Barber, Reynolds and Salinas",expense,8
2024-03-21,81.47,Transportation,Uber/Lyft,Parking fee,Metro,expense,8
2024-03-23,48.2,Shopping,Personal Care,Personal items,Amazon,expense,8
2024-03-23,27.49,Other,Other,In hope go.,Jordan-Smith,expense,8
2024-03-23,49.67,Other,Other,Catch actually leader.,Carey-Dominguez,expense,8
2024-03-25,58.09,Transportation,Uber/Lyft,Car payment,Chevron,expense,8
2024-03-25,251.43,Utilities,Electric,Electric bill,AT&T,expense,8
2024-03-25,21.97,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,8
2024-03-25,31.44,Subscription,Subscription,Though both.,Barajas and Sons,expense,8
2024-03-28,20.54,ATM Fee,ATM Fee,Together better least meet letter.,"Duke, Le and Martin",expense,8
2024-03-29,37.74,Food & Dining,Delivery,Coffee,Safeway,expense,8
2024-03-29,33.6,Subscription,Subscription,Weight style.,Andrews-Wiley,expense,8
2024-04-01,4335.65,Salary,Salary,Monthly salary payment,Healthcare LLC,income,8
2024-04-01,536.12,Freelance,Freelance,Freelance project payment,Client A,income,8
2024-04-01,1755.66,Housing,Maintenance,Mortgage payment,Wells Fargo,expense,8
2024-04-01,57.5,Transportation,Uber/Lyft,Parking fee,Uber,expense,8
2024-04-01,134.09,Healthcare,Dental,Insurance,CVS Pharmacy,expense,8
2024-04-01,38.14,Bank Fee,Bank Fee,Capital campaign foot see right.,"Yang, Hardin and Cook",expense,8
2024-04-02,46.93,Food & Dining,Delivery,Coffee,Whole Foods,expense,8
2024-04-02,57.23,Transportation,Uber/Lyft,Parking fee,Chevron,expense,8
2024-04-02,18.9,Entertainment,Streaming,Concert,Netflix,expense,8
2024-04-03,13.76,Entertainment,Streaming,Concert,Netflix,expense,8
2024-04-04,12.39,Entertainment,Sports,Concert,Steam,expense,8
2024-04-04,8.03,Other,Other,Force long.,"Sanchez, Mendoza and Parker",expense,8
2024-04-05,36.53,Food & Dining,Delivery,Coffee,Whole Foods,expense,8
2024-04-08,249.56,Utilities,Water,Phone bill,Water Company,expense,8
2024-04-09,41.4,Shopping,Home Goods,Retail shopping,Target,expense,8
2024-04-10,28.17,Food & Dining,Fast Food,Dinner,Chipotle,expense,8
2024-04-10,31.57,Other,Other,Miss miss woman.,"Ballard, Fields and Simpson",expense,8
2024-04-11,1664.96,Housing,Property Tax,Property maintenance,Bank of America,expense,8
2024-04-12,161.14,Utilities,Phone,Internet bill,AT&T,expense,8
2024-04-12,30.06,Bank Fee,Bank Fee,Serious necessary.,Schmitt LLC,expense,8
2024-04-12,49.89,Bank Fee,Bank Fee,Part himself ever.,Johnson Inc,expense,8
2024-04-12,27.81,Other,Other,Paper marriage.,"Smith, Trevino and Howell",expense,8
2024-04-14,44.34,Transportation,Public Transit,Car payment,Uber,expense,8
2024-04-14,27.28,Entertainment,Gaming,Concert,PlayStation Store,expense,8
2024-04-15,4113.21,Salary,Salary,Monthly salary payment,Tech Corp,income,8
2024-04-15,1174.56,Freelance,Freelance,Freelance project payment,Upwork,income,8
2024-04-15,20.01,Bank Fee,Bank Fee,Environmental since last human.,Turner Group,expense,8
2024-04-16,21.22,Shopping,Electronics,Personal items,Macys,expense,8
2024-04-16,26.21,Shopping,Electronics,Personal items,Amazon,expense,8
2024-04-17,42.22,Other,Other,Nature agree much blue street.,White-Mitchell,expense,8
2024-04-18,24.45,Food & Dining,Coffee,Grocery shopping,Starbucks,expense,8
2024-04-19,37.19,Transportation,Public Transit,Gas fill-up,Metro,expense,8
2024-04-20,45.15,Food & Dining,Coffee,Dinner,Whole Foods,expense,8
2024-04-21,48.9,Transportation,Public Transit,Car payment,Shell,expense,8
2024-04-23,1773.81,Housing,HOA Fees,Property maintenance,Property Manager,expense,8
2024-04-23,54.2,Transportation,Gas,Parking fee,Chevron,expense,8
2024-04-23,40.77,Shopping,Electronics,Online purchase,Macys,expense,8
2024-04-23,24.51,Bank Fee,Bank Fee,Science safe administration stand.,Ramirez-Harrison,expense,8
2024-04-24,20.38,Other,Other,Ok require seek.,Valencia and Sons,expense,8
2024-04-28,247.73,Utilities,Water,Phone bill,PG&E,expense,8
2024-04-28,13.95,Other,Other,Pretty somebody wear remain.,Strong-Osborn,expense,8
2024-04-29,34.21,ATM Fee,ATM Fee,Congress feel.,"Lewis, Fry and Rodriguez",expense,8
2024-04-29,41.32,Bank Fee,Bank Fee,Party behind research.,"Schneider, Brown and Lewis",expense,8
2024-05-01,4074.94,Salary,Salary,Monthly salary payment,Healthcare LLC,income,8
2024-05-06,164.41,Utilities,Electric,Internet bill,Verizon,expense,8
2024-05-11,63.96,Transportation,Public Transit,Car payment,Metro,expense,8
2024-05-11,246.85,Utilities,Phone,Phone bill,AT&T,expense,8
2024-05-13,24.42,Food & Dining,Groceries,Lunch,McDonalds,expense,8
2024-05-13,44.42,Food & Dining,Restaurants,Lunch,DoorDash,expense,8
2024-05-14,35.55,Shopping,Clothing,Personal items,Amazon,expense,8
2024-05-14,11.2,ATM Fee,ATM Fee,Series tree face officer.,"Lynn, Camacho and Tucker",expense,8
2024-05-15,4379.17,Salary,Salary,Monthly salary payment,Tech Corp,income,8
2024-05-15,1675.44,Housing,Property Tax,Property maintenance,Home Depot,expense,8
2024-05-15,50.37,Shopping,Home Goods,Personal items,Best Buy,expense,8
2024-05-16,42.24,Shopping,Clothing,Personal items,Walgreens,expense,8
2024-05-16,6.97,Other,Other,Always us prepare.,Baker Inc,expense,8
2024-05-18,19.44,Food & Dining,Groceries,Coffee,DoorDash,expense,8
2024-05-20,29.89,Entertainment,Movies,Movie tickets,AMC Theaters,expense,8
2024-05-21,194.31,Healthcare,Dental,Insurance,Kaiser Permanente,expense,8
2024-05-22,27.37,Transportation,Uber/Lyft,Car payment,Honda Finance,expense,8
2024-05-22,11.49,Entertainment,Music,Subscription,AMC Theaters,expense,8
2024-05-22,12.47,ATM Fee,ATM Fee,Respond family radio interest.,"Zimmerman, Lewis and Mcguire",expense,8
2024-05-24,34.01,Shopping,Personal Care,Retail shopping,Macys,expense,8
2024-05-25,28.74,Food & Dining,Fast Food,Lunch,DoorDash,expense,8
2024-05-25,51.65,Food & Dining,Restaurants,Grocery shopping,McDonalds,expense,8
2024-05-25,33.69,Other,Other,Factor law measure join.,"Wilson, Gilbert and Gray",expense,8
2024-05-26,47.49,Transportation,Public Transit,Parking fee,Metro,expense,8
2024-05-27,1644.18,Housing,Mortgage,Rent payment,Wells Fargo,expense,8
2024-05-27,34.22,Bank Fee,Bank Fee,Prevent yard brother happy federal.,Holmes Inc,expense,8
2024-05-28,20.11,Entertainment,Sports,Subscription,Netflix,expense,8
2024-05-31,31.59,Entertainment,Streaming,Movie tickets,AMC Theaters,expense,8
2024-05-31,10.19,Subscription,Subscription,Would contain charge.,Peterson and Sons,expense,8
2024-06-01,4148.07,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-06-01,19.7,Food & Dining,Restaurants,Coffee,McDonalds,expense,8
2024-06-02,27.65,Entertainment,Music,Subscription,PlayStation Store,expense,8
2024-06-02,6.39,Subscription,Subscription,Go station six.,"Cox, Johnson and Howard",expense,8
2024-06-03,17.95,Subscription,Subscription,Including provide miss meeting.,Chen-Nichols,expense,8
2024-06-03,17.29,Subscription,Subscription,Improve Mrs.,"Meyer, Brandt and Hodges",expense,8
2024-06-04,34.09,Subscription,Subscription,Fight manage well century.,Sanders LLC,expense,8
2024-06-05,11.23,ATM Fee,ATM Fee,Task we artist.,Johnson-Mcdaniel,expense,8
2024-06-06,21.0,Shopping,Electronics,Online purchase,Amazon,expense,8
2024-06-06,11.6,Subscription,Subscription,While letter tax board he.,"Duke, Nguyen and Butler",expense,8
2024-06-09,38.95,Bank Fee,Bank Fee,Help process entire.,Sparks-Davidson,expense,8
2024-06-10,46.46,Food & Dining,Groceries,Dinner,Whole Foods,expense,8
2024-06-10,173.98,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,8
2024-06-11,1675.54,Housing,Property Tax,Mortgage payment,Landlord,expense,8
2024-06-11,52.67,Shopping,Clothing,Retail shopping,Amazon,expense,8
2024-06-11,13.71,ATM Fee,ATM Fee,Sometimes tax now.,Rodriguez PLC,expense,8
2024-06-13,31.93,Other,Other,My plan number public shoulder.,Morales-Bennett,expense,8
2024-06-14,10.42,Entertainment,Gaming,Movie tickets,Netflix,expense,8
2024-06-15,4063.8,Salary,Salary,Monthly salary payment,Healthcare LLC,income,8
2024-06-15,1631.41,Freelance,Freelance,Freelance project payment,Upwork,income,8
2024-06-16,39.47,Food & Dining,Groceries,Dinner,McDonalds,expense,8
2024-06-16,50.41,Transportation,Public Transit,Car payment,Honda Finance,expense,8
2024-06-16,33.88,Bank Fee,Bank Fee,Yes kitchen allow small.,"James, Anderson and Welch",expense,8
2024-06-17,22.01,Food & Dining,Coffee,Coffee,Starbucks,expense,8
2024-06-18,1625.97,Housing,Mortgage,Property maintenance,Wells Fargo,expense,8
2024-06-18,64.94,Transportation,Car Payment,Gas fill-up,Chevron,expense,8
2024-06-18,20.53,Shopping,Clothing,Retail shopping,Walgreens,expense,8
2024-06-19,473.01694262866073,Travel,Vacation,Vacation expense,Southwest Airlines,expense,8
2024-06-20,54.52,Food & Dining,Groceries,Dinner,DoorDash,expense,8
2024-06-20,21.53,Entertainment,Gaming,Concert,PlayStation Store,expense,8
2024-06-22,270.15,Utilities,Phone,Electric bill,Comcast,expense,8
2024-06-22,120.85,Healthcare,Dental,Prescription,CVS Pharmacy,expense,8
2024-06-23,33.72,Transportation,Gas,Car payment,Chevron,expense,8
2024-06-23,40.32,Transportation,Car Payment,Parking fee,Chevron,expense,8
2024-06-23,207.07,Utilities,Gas,Electric bill,Verizon,expense,8
2024-06-23,30.31,Entertainment,Gaming,Subscription,Netflix,expense,8
2024-06-23,41.75,Subscription,Subscription,Or them letter father.,"Gonzalez, Porter and Davis",expense,8
2024-06-24,7.95,Entertainment,Gaming,Concert,PlayStation Store,expense,8
2024-06-25,6.19,Entertainment,Gaming,Movie tickets,Netflix,expense,8
2024-06-26,28.21,Transportation,Gas,Gas fill-up,Lyft,expense,8
2024-06-27,220.56,Utilities,Electric,Electric bill,Water Company,expense,8
2024-06-27,40.91,Other,Other,Mouth himself best.,"Fields, Bowers and Cunningham",expense,8
2024-06-28,44.51,Other,Other,Real anyone seat under.,Cox PLC,expense,8
2024-06-28,33.56,Subscription,Subscription,Major perhaps.,"Marquez, Lewis and Torres",expense,8
2024-06-29,1703.16,Housing,HOA Fees,Property maintenance,Bank of America,expense,8
2024-06-29,46.88,Shopping,Books,Retail shopping,Target,expense,8
2024-06-30,22.46,Food & Dining,Delivery,Coffee,Starbucks,expense,8
2024-07-01,4301.29,Salary,Salary,Monthly salary payment,Tech Corp,income,8
2024-07-01,1485.7,Freelance,Freelance,Freelance project payment,Client A,income,8
2024-07-02,71.04,Transportation,Gas,Gas fill-up,Lyft,expense,8
2024-07-02,35.18,ATM Fee,ATM Fee,Of radio.,Howell Inc,expense,8
2024-07-04,37.12,Shopping,Clothing,Retail shopping,CVS,expense,8
2024-07-04,30.71,Shopping,Clothing,Retail shopping,Best Buy,expense,8
2024-07-04,13.24,ATM Fee,ATM Fee,Make specific market table black.,"Cook, Fuller and Warner",expense,8
2024-07-05,1654.18,Housing,Property Tax,Property maintenance,Home Depot,expense,8
2024-07-05,278.15,Utilities,Internet,Phone bill,Water Company,expense,8
2024-07-05,46.5,Shopping,Clothing,Online purchase,Best Buy,expense,8
2024-07-07,24.92,Transportation,Car Payment,Gas fill-up,Chevron,expense,8
2024-07-07,8.01,Entertainment,Music,Movie tickets,Netflix,expense,8
2024-07-09,12.2,Other,Other,Again the safe same.,"Harris, Pierce and Anderson",expense,8
2024-07-09,17.48,ATM Fee,ATM Fee,Win sign south.,Simpson Inc,expense,8
2024-07-12,56.79,Transportation,Parking,Parking fee,Honda Finance,expense,8
2024-07-12,20.94,Entertainment,Movies,Movie tickets,AMC Theaters,expense,8
2024-07-13,20.68,Entertainment,Music,Movie tickets,Steam,expense,8
2024-07-14,29.3,Entertainment,Sports,Movie tickets,Netflix,expense,8
2024-07-15,4347.0,Salary,Salary,Monthly salary payment,Healthcare LLC,income,8
2024-07-15,31.79,Food & Dining,Groceries,Lunch,McDonalds,expense,8
2024-07-15,14.9,Entertainment,Music,Movie tickets,Netflix,expense,8
2024-07-15,45.27,ATM Fee,ATM Fee,Billion raise federal hope everyone.,Hughes-Calhoun,expense,8
2024-07-18,49.79,Food & Dining,Coffee,Lunch,Uber Eats,expense,8
2024-07-18,81.75,Transportation,Parking,Gas fill-up,Honda Finance,expense,8
2024-07-18,38.79,Other,Other,Create already artist.,Bailey Inc,expense,8
2024-07-19,25.59,Entertainment,Gaming,Subscription,Spotify,expense,8
2024-07-19,17.3,Subscription,Subscription,Talk miss list.,Snow and Sons,expense,8
2024-07-23,34.16,Food & Dining,Restaurants,Lunch,Chipotle,expense,8
2024-07-23,47.1,ATM Fee,ATM Fee,Rest leg interesting.,Smith-Buchanan,expense,8
2024-07-24,49.09,Subscription,Subscription,Manager current.,"Cook, Gonzalez and Watson",expense,8
2024-07-25,15.69,Food & Dining,Fast Food,Lunch,Chipotle,expense,8
2024-07-26,82.5,Transportation,Parking,Gas fill-up,Shell,expense,8
2024-07-27,48.33,Food & Dining,Coffee,Grocery shopping,Uber Eats,expense,8
2024-07-27,83.04,Transportation,Car Payment,Parking fee,Honda Finance,expense,8
2024-07-28,6.88,ATM Fee,ATM Fee,Operation remember ready personal choice.,Thompson-Jenkins,expense,8
2024-07-29,22.41,Food & Dining,Coffee,Lunch,Uber Eats,expense,8
2024-07-29,239.21,Healthcare,Insurance Premium,Doctor visit,Kaiser Permanente,expense,8
2024-07-29,48.11,Subscription,Subscription,Issue them understand behind ago.,"Brooks, Rios and Johnson",expense,8
2024-07-29,47.77,Subscription,Subscription,Material personal begin past.,Johnson Group,expense,8
2024-08-01,4423.57,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-08-01,263.37,Utilities,Electric,Phone bill,Verizon,expense,8
2024-08-02,41.2,Transportation,Parking,Gas fill-up,Chevron,expense,8
2024-08-03,15.35,ATM Fee,ATM Fee,Travel series since drug community.,Smith-Moore,expense,8
2024-08-03,7.69,Other,Other,Point about.,Krueger-Garcia,expense,8
2024-08-05,206.79,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,8
2024-08-06,54.62,Transportation,Uber/Lyft,Parking fee,Metro,expense,8
2024-08-07,59.31,Food & Dining,Delivery,Grocery shopping,Starbucks,expense,8
2024-08-10,38.88,Transportation,Gas,Parking fee,Shell,expense,8
2024-08-10,20.29,Entertainment,Music,Movie tickets,Steam,expense,8
2024-08-10,53.15877185695404,Shopping,Electronics,Retail shopping,Target,expense,8
2024-08-10,39.86,Bank Fee,Bank Fee,Book so.,"Griffin, Poole and Williams",expense,8
2024-08-11,20.444697335117343,Shopping,Personal Care,Retail shopping,Macys,expense,8
2024-08-11,36.58,Other,Other,Drop politics.,"Stewart, Pacheco and Phillips",expense,8
2024-08-12,46.92,Transportation,Gas,Car payment,Chevron,expense,8
2024-08-12,176.46,Healthcare,Pharmacy,Insurance,Dental Associates,expense,8
2024-08-13,47.19,ATM Fee,ATM Fee,Wrong leader bring.,"Solis, Perez and Taylor",expense,8
2024-08-13,33.26,Other,Other,Who down anything rock population.,"Campbell, Johnson and Johnson",expense,8
2024-08-15,4474.38,Salary,Salary,Monthly salary payment,Tech Corp,income,8
2024-08-15,967.42,Freelance,Freelance,Freelance project payment,Upwork,income,8
2024-08-15,51.00939191183532,Shopping,Books,Online purchase,Target,expense,8
2024-08-15,10.95,Subscription,Subscription,Well stand senior.,"Li, Miller and Pineda",expense,8
2024-08-16,27.43,Food & Dining,Coffee,Grocery shopping,Whole Foods,expense,8
2024-08-16,74.46,Transportation,Public Transit,Gas fill-up,Chevron,expense,8
2024-08-17,1678.88,Housing,HOA Fees,Rent payment,Wells Fargo,expense,8
2024-08-19,1685.19,Housing,Rent,Property maintenance,Home Depot,expense,8
2024-08-19,30.04,Transportation,Gas,Gas fill-up,Honda Finance,expense,8
2024-08-19,10.6,Entertainment,Sports,Movie tickets,Spotify,expense,8
2024-08-21,46.9,ATM Fee,ATM Fee,Face six they everyone.,Smith-Smith,expense,8
2024-08-22,1720.79,Housing,Mortgage,Rent payment,Wells Fargo,expense,8
2024-08-23,50.25,Food & Dining,Coffee,Coffee,Whole Foods,expense,8
2024-08-23,46.46754738494755,Shopping,Books,Online purchase,Target,expense,8
2024-08-24,25.39,Food & Dining,Restaurants,Coffee,Chipotle,expense,8
2024-08-27,38.38,Food & Dining,Fast Food,Coffee,Chipotle,expense,8
2024-08-28,1147.6252002939848,Travel,Vacation,Flight booking,Expedia,expense,8
2024-08-29,9.48,Food & Dining,Groceries,Grocery shopping,Safeway,expense,8
2024-08-29,4.86,Entertainment,Music,Subscription,Netflix,expense,8
2024-08-29,34.97,Other,Other,Ahead simply lay.,Lester Ltd,expense,8
2024-08-31,26.52181325137563,Shopping,Books,Online purchase,CVS,expense,8
2024-09-01,4086.9,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-09-05,223.24,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-09-05,13.33,Bank Fee,Bank Fee,Home dinner provide daughter.,Elliott-Williams,expense,8
2024-09-05,17.27,Subscription,Subscription,Me building into politics significant.,"Burch, Ford and Benton",expense,8
2024-09-08,49.91,Transportation,Parking,Gas fill-up,Shell,expense,8
2024-09-08,37.1,Subscription,Subscription,Still firm few including town.,Keller-Fox,expense,8
2024-09-09,43.81,Food & Dining,Restaurants,Lunch,Whole Foods,expense,8
2024-09-10,17.642827049516153,Shopping,Clothing,Online purchase,Amazon,expense,8
2024-09-12,56.23,Transportation,Gas,Car payment,Lyft,expense,8
2024-09-13,154.96,Utilities,Water,Electric bill,PG&E,expense,8
2024-09-13,62.66466054280647,Shopping,Home Goods,Personal items,Macys,expense,8
2024-09-15,4166.65,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-09-15,42.71,Food & Dining,Restaurants,Lunch,Starbucks,expense,8
2024-09-16,65.66,Transportation,Public Transit,Parking fee,Lyft,expense,8
2024-09-17,27.09,Entertainment,Streaming,Subscription,Spotify,expense,8
2024-09-18,41.84893928859126,Shopping,Clothing,Online purchase,Target,expense,8
2024-09-18,41.0,ATM Fee,ATM Fee,Hotel trip party myself effect.,Freeman PLC,expense,8
2024-09-18,48.06,Bank Fee,Bank Fee,Rather cup owner before.,"Williams, Carter and Phelps",expense,8
2024-09-20,1706.89,Housing,Maintenance,Rent payment,Bank of America,expense,8
2024-09-21,1668.99,Housing,Maintenance,Property maintenance,Home Depot,expense,8
2024-09-21,235.9,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-09-21,29.26,Other,Other,Realize when almost.,"Butler, Fisher and Graham",expense,8
2024-09-21,9.25,Subscription,Subscription,Pay down why fly military.,"Foster, Farmer and Morales",expense,8
2024-09-21,41.2,Other,Other,Treatment election stuff.,"Peterson, Lawrence and Jones",expense,8
